"","face_PSC","body_PSC","person_PSC","subj","ROI","hemi"
"1100",0.30323,-0.14921,-1.2732,4,"medial_obj","Right"
"1101",-0.12669,0.92152,-0.60029,4,"medial_obj","Right"
"1102",0.12072,-1.4374,-0.45027,4,"medial_obj","Right"
"1103",-0.77374,-0.35987,0.30355,4,"medial_obj","Right"
"1104",0.2236,-0.48243,-0.054161,4,"medial_obj","Right"
"1105",-0.63102,-0.75721,-1.2479,4,"medial_obj","Right"
"1106",-0.3608,0.17872,-0.25276,4,"medial_obj","Right"
"1107",0.53867,0.71306,-0.9239,4,"medial_obj","Right"
"1108",-0.06969,-0.28205,-1.0092,4,"medial_obj","Right"
"1109",0.61913,0.21804,-0.1355,4,"medial_obj","Right"
"1110",0.27306,-0.61737,-0.18685,4,"medial_obj","Right"
"1111",1.4834,1.6596,2.08,4,"OFA","Left"
"1112",0.89195,0.85411,0.74188,4,"OFA","Left"
"1113",2.2497,1.6153,1.408,4,"OFA","Left"
"1114",0.6046,-0.041489,0.13182,4,"OFA","Left"
"1115",0.29729,0.11027,0.26949,4,"OFA","Left"
"1116",2.0831,1.4276,1.3735,4,"OFA","Left"
"1117",1.886,2.1565,1.5533,4,"OFA","Left"
"1118",3.1519,1.9917,1.9386,4,"OFA","Left"
"1119",1.7917,0.53089,1.0835,4,"OFA","Left"
"1120",1.4492,0.65785,0.77772,4,"OFA","Left"
"1121",2.5362,1.0584,1.4499,4,"OFA","Left"
"1122",1.8721,0.56031,1.9322,4,"OFA","Left"
"1123",0.86168,0.46573,0.83289,4,"OFA","Left"
"1124",4.777,3.6622,3.4871,4,"OFA","Left"
"1125",3.2443,1.882,2.7543,4,"OFA","Left"
"1126",1.2623,0.47898,1.1994,4,"OFA","Left"
"1127",-0.12687,0.4524,-0.01951,4,"OFA","Left"
"1128",4.0371,3.2606,2.7795,4,"OFA","Left"
"1129",7.2424,5.2743,5.2297,4,"OFA","Left"
"1130",5.5231,3.6739,4.4245,4,"OFA","Left"
"1131",1.2584,0.79896,0.8732,4,"OFA","Left"
"1132",0.53209,0.0036127,0.32778,4,"OFA","Left"
"1133",0.83777,0.84954,0.44897,4,"OFA","Left"
"1134",2.7498,1.5777,1.4732,4,"OFA","Left"
"1135",1.8066,1.2546,1.9137,4,"OFA","Left"
"1136",0.30297,0.219,0.97649,4,"OFA","Left"
"1137",0.82782,-0.56697,-0.078505,4,"OFA","Left"
"1138",-0.569,-0.5827,0.061708,4,"OFA","Left"
"1139",0.62898,-0.39131,0.57199,4,"OFA","Left"
"1140",-0.54313,-0.43531,0.10852,4,"OFA","Left"
"1141",4.1846,0.63673,3.5913,4,"OFA","Right"
"1142",1.8029,-0.90892,0.73331,4,"OFA","Right"
"1143",4.0972,0.83196,2.9178,4,"OFA","Right"
"1144",0.86264,-0.092998,0.72648,4,"OFA","Right"
"1145",2.4718,1.2422,2.229,4,"OFA","Right"
"1146",1.6081,-0.031307,1.2865,4,"OFA","Right"
"1147",0.88042,-0.10163,0.054286,4,"OFA","Right"
"1148",3.1704,2.3959,5.1438,4,"OFA","Right"
"1149",3.1987,2.213,3.6988,4,"OFA","Right"
"1150",2.7507,1.489,1.8437,4,"OFA","Right"
"1151",2.1993,-0.43087,0.90762,4,"OFA","Right"
"1152",6.4492,2.3028,4.914,4,"OFA","Right"
"1153",1.7304,0.29893,1.8094,4,"OFA","Right"
"1154",2.6433,1.6792,2.0566,4,"OFA","Right"
"1155",7.2995,3.4965,5.5075,4,"OFA","Right"
"1156",3.133,1.7151,1.7977,4,"OFA","Right"
"1157",4.5569,2.7086,3.6187,4,"OFA","Right"
"1158",13.8624,12.1707,14.0122,4,"OFA","Right"
"1159",1.5813,0.10196,1.0322,4,"OFA","Right"
"1160",5.9928,4.3784,5.9404,4,"OFA","Right"
"1161",1.0053,-3.1321,-1.3741,4,"OFA","Right"
"1162",0.097199,-1.2098,-1.3705,4,"OFA","Right"
"1163",3.6058,1.7539,3.0215,4,"OFA","Right"
"1164",1.4011,0.1302,0.25405,4,"OFA","Right"
"1165",2.7638,1.3218,2.272,4,"OFA","Right"
"1166",4.5534,1.9317,3.0466,4,"OFA","Right"
"1167",1.1576,0.29558,0.094248,4,"OFA","Right"
"1168",6.6765,4.4709,6.1411,4,"OFA","Right"
"1169",7.4705,5.129,6.7354,4,"OFA","Right"
"1170",2.5643,0.52521,0.99604,4,"OFA","Right"
"1171",2.3161,3.0719,1.7669,4,"EBA","Left"
"1172",0.55869,1.3641,1.6338,4,"EBA","Left"
"1173",0.25952,0.11438,-0.26933,4,"EBA","Left"
"1174",0.21416,0.50762,-0.088152,4,"EBA","Left"
"1175",2.2334,3.7032,4.5189,4,"EBA","Left"
"1176",0.094094,0.43553,0.67605,4,"EBA","Left"
"1177",2.4299,4.3138,4.8232,4,"EBA","Left"
"1178",-0.17159,-0.54701,-0.020549,4,"EBA","Left"
"1179",1.1315,2.7439,3.1019,4,"EBA","Left"
"1180",0.76514,2.4537,2.9351,4,"EBA","Left"
"1181",7.1018,8.6723,9.0549,4,"EBA","Left"
"1182",0.95485,2.1629,3.4489,4,"EBA","Left"
"1183",1.3719,0.96322,1.0682,4,"EBA","Left"
"1184",4.0568,3.5696,4.303,4,"EBA","Left"
"1185",-0.85606,-1.3142,-1.1722,4,"EBA","Left"
"1186",2.4112,2.7575,4.2358,4,"EBA","Left"
"1187",-0.76959,3.2696,1.2533,4,"EBA","Left"
"1188",1.9385,0.88116,0.60028,4,"EBA","Left"
"1189",2.356,1.6895,0.59759,4,"EBA","Left"
"1190",-0.27145,-1.0147,-1.184,4,"EBA","Left"
"1191",6.8242,5.8147,6.9955,4,"EBA","Left"
"1192",7.0444,6.6521,7.9879,4,"EBA","Left"
"1193",4.331,4.3617,3.8983,4,"EBA","Left"
"1194",1.8746,1.9229,1.2652,4,"EBA","Left"
"1195",6.7192,6.0154,5.034,4,"EBA","Left"
"1196",3.0759,2.9504,3.4755,4,"EBA","Left"
"1197",0.53399,1.5793,1.9087,4,"EBA","Left"
"1198",14.0005,12.0726,13.6135,4,"EBA","Left"
"1199",6.8582,5.6809,5.9466,4,"EBA","Left"
"1200",9.0837,5.9954,5.1247,4,"EBA","Left"
"1201",4.5445,3.7482,4.8792,4,"EBA","Right"
"1202",3.2139,3.3538,3.3949,4,"EBA","Right"
"1203",1.9237,1.6761,0.37988,4,"EBA","Right"
"1204",1.5869,0.91368,1.0409,4,"EBA","Right"
"1205",2.7717,2.6326,1.4146,4,"EBA","Right"
"1206",5.4527,4.9602,3.9366,4,"EBA","Right"
"1207",1.9648,2.5747,0.63095,4,"EBA","Right"
"1208",1.7491,0.98216,0.62117,4,"EBA","Right"
"1209",0.50995,0.39503,0.85004,4,"EBA","Right"
"1210",6.0087,7.9648,4.8231,4,"EBA","Right"
"1211",1.3917,2.925,1.9198,4,"EBA","Right"
"1212",0.29631,-0.052047,0.45193,4,"EBA","Right"
"1213",0.25225,0.4782,0.27753,4,"EBA","Right"
"1214",3.976,6.5002,4.0263,4,"EBA","Right"
"1215",4.8821,6.0843,4.8377,4,"EBA","Right"
"1216",4.1562,3.9168,3.3759,4,"EBA","Right"
"1217",4.6102,8.5414,5.7554,4,"EBA","Right"
"1218",6.2605,6.5664,5.1061,4,"EBA","Right"
"1219",1.3832,2.3715,2.6147,4,"EBA","Right"
"1220",-0.54563,0.5331,0.21913,4,"EBA","Right"
"1221",3.5726,4.0971,3.8931,4,"EBA","Right"
"1222",2.5997,2.2808,2.1939,4,"EBA","Right"
"1223",2.6103,1.8087,1.229,4,"EBA","Right"
"1224",3.968,3.179,3.3313,4,"EBA","Right"
"1225",2.0615,2.3723,1.1717,4,"EBA","Right"
"1226",1.0412,0.90438,1.1735,4,"EBA","Right"
"1227",0.52183,0.038977,0.17944,4,"EBA","Right"
"1228",-0.34312,0.21251,0.19945,4,"EBA","Right"
"1229",2.4885,0.80675,0.99204,4,"EBA","Right"
"1230",0.084986,1.3757,0.78153,4,"EBA","Right"
"1231",1.8253,1.4901,1.1902,4,"LO","Left"
"1232",0.92753,2.9304,1.8254,4,"LO","Left"
"1233",0.32679,0.24232,0.73954,4,"LO","Left"
"1234",3.0925,2.5566,2.3973,4,"LO","Left"
"1235",1.9639,2.8251,2.6468,4,"LO","Left"
"1236",7.1155,8.4667,5.5878,4,"LO","Left"
"1237",0.54654,0.65294,0.93616,4,"LO","Left"
"1238",1.2154,1.2473,0.82434,4,"LO","Left"
"1239",-0.043446,1.0227,0.57682,4,"LO","Left"
"1240",3.4485,3.1452,2.054,4,"LO","Left"
"1241",-0.033827,1.0248,0.30464,4,"LO","Left"
"1242",1.2898,2.0716,1.3033,4,"LO","Left"
"1243",2.3545,1.4749,0.026411,4,"LO","Left"
"1244",2.4856,3.2587,2.159,4,"LO","Left"
"1245",1.597,1.7074,0.59828,4,"LO","Left"
"1246",0.83851,0.94546,0.89953,4,"LO","Left"
"1247",0.015718,0.91607,0.32317,4,"LO","Left"
"1248",0.31786,0.63002,0.88449,4,"LO","Left"
"1249",0.91656,1.0021,1.1316,4,"LO","Left"
"1250",0.93695,0.91442,0.8425,4,"LO","Left"
"1251",0.17071,1.3333,0.57903,4,"LO","Left"
"1252",0.49915,0.47366,-0.00051636,4,"LO","Left"
"1253",0.28733,0.52484,0.8648,4,"LO","Left"
"1254",-0.42116,0.21885,0.34571,4,"LO","Left"
"1255",-0.18239,1.4628,0.515,4,"LO","Left"
"1256",0.4253,2.1719,0.86093,4,"LO","Left"
"1257",0.70417,0.80555,0.98633,4,"LO","Left"
"1258",1.1812,1.0825,0.71938,4,"LO","Left"
"1259",1.1693,2.0659,0.28223,4,"LO","Left"
"1260",0.62387,1.2077,0.052305,4,"LO","Left"
"1261",1.825,3.0187,3.1356,5,"FFA","Left"
"1262",0.66837,-0.17558,0.82489,5,"FFA","Left"
"1263",0.54018,0.45306,1.063,5,"FFA","Left"
"1264",4.5065,4.5737,5.8081,5,"FFA","Left"
"1265",0.79765,-0.12303,0.17553,5,"FFA","Left"
"1266",2.5583,3.3106,3.9503,5,"FFA","Left"
"1267",7.8935,4.1678,5.7658,5,"FFA","Left"
"1268",1.9177,0.36838,1.4506,5,"FFA","Left"
"1269",3.721,-0.84283,0.46791,5,"FFA","Left"
"1270",2.5175,3.5772,2.9644,5,"FFA","Left"
"1271",2.4201,-3.8341,3.6611,5,"FFA","Left"
"1272",4.2641,0.28288,3.053,5,"FFA","Left"
"1273",1.4357,0.87538,1.0492,5,"FFA","Left"
"1274",0.97125,0.74878,1.2493,5,"FFA","Left"
"1275",0.82225,-0.14536,1.73,5,"FFA","Left"
"1276",1.9994,1.0783,1.2308,5,"FFA","Left"
"1277",0.96072,-0.38348,1.2263,5,"FFA","Left"
"1278",2.267,-0.1451,1.5782,5,"FFA","Left"
"1279",2.3463,0.4966,1.5138,5,"FFA","Left"
"1280",0.88579,0.14423,0.9582,5,"FFA","Left"
"1281",1.6878,-1.1988,-0.10426,5,"FFA","Left"
"1282",1.2978,0.39936,-0.038234,5,"FFA","Left"
"1283",1.435,-1.2785,-1.5617,5,"FFA","Left"
"1284",1.1357,-0.095123,0.95492,5,"FFA","Left"
"1285",2.0043,0.32734,1.1984,5,"FFA","Left"
"1286",1.8399,0.89104,0.5555,5,"FFA","Left"
"1287",1.7956,0.14855,0.51111,5,"FFA","Left"
"1288",1.3859,1.1542,0.66687,5,"FFA","Left"
"1289",1.0556,0.06255,-0.0224,5,"FFA","Left"
"1290",1.0519,1.077,0.83123,5,"FFA","Left"
"1291",0.7184,0.54732,1.4758,5,"FFA","Right"
"1292",1.2844,-0.16505,0.31789,5,"FFA","Right"
"1293",4.0705,1.7787,3.7886,5,"FFA","Right"
"1294",0.8205,-1.0894,0.73869,5,"FFA","Right"
"1295",3.0463,1.5064,2.1587,5,"FFA","Right"
"1296",5.1957,1.6778,3.6065,5,"FFA","Right"
"1297",2.4096,-0.48507,1.061,5,"FFA","Right"
"1298",2.3283,1.3011,1.2415,5,"FFA","Right"
"1299",1.863,-0.54759,-0.075087,5,"FFA","Right"
"1300",1.1648,0.21614,2.0012,5,"FFA","Right"
"1301",1.699,0.48455,1.6489,5,"FFA","Right"
"1302",1.3529,-0.24908,1.2246,5,"FFA","Right"
"1303",1.474,0.68338,1.6021,5,"FFA","Right"
"1304",1.4694,0.57639,1.1263,5,"FFA","Right"
"1305",2.4431,1.0644,1.4802,5,"FFA","Right"
"1306",2.6351,0.81652,1.641,5,"FFA","Right"
"1307",2.1624,0.78204,1.1088,5,"FFA","Right"
"1308",1.8135,1.1038,0.68546,5,"FFA","Right"
"1309",3.2388,2.0067,2.2158,5,"FFA","Right"
"1310",1.4514,0.88471,1.3406,5,"FFA","Right"
"1311",1.2383,0.64912,1.0632,5,"FFA","Right"
"1312",1.614,1.6259,1.7604,5,"FFA","Right"
"1313",1.7749,0.8222,1.5621,5,"FFA","Right"
"1314",1.3477,1.2808,0.81875,5,"FFA","Right"
"1315",0.77829,0.83329,0.8831,5,"FFA","Right"
"1316",2.1919,2.1496,2.3162,5,"FFA","Right"
"1317",1.023,1.3071,1.2436,5,"FFA","Right"
"1318",1.9698,1.3455,1.42,5,"FFA","Right"
"1319",1.643,0.99572,0.82238,5,"FFA","Right"
"1320",0.078139,-0.88447,-0.59656,5,"FFA","Right"
"1321",1.0187,1.0947,0.80444,5,"FBA","Left"
"1322",1.9241,1.8318,1.8904,5,"FBA","Left"
"1323",1.6815,2.7643,1.6699,5,"FBA","Left"
"1324",0.92445,1.7198,1.3576,5,"FBA","Left"
"1325",1.5371,2.8346,2.0087,5,"FBA","Left"
"1326",1.6846,1.727,1.9271,5,"FBA","Left"
"1327",1.4843,2.6202,2.1604,5,"FBA","Left"
"1328",0.90166,1.6831,0.98638,5,"FBA","Left"
"1329",1.0755,1.2799,1.0664,5,"FBA","Left"
"1330",0.45422,0.98884,1.3655,5,"FBA","Left"
"1331",0.71962,0.66059,1.3693,5,"FBA","Left"
"1332",0.99862,0.71315,1.165,5,"FBA","Left"
"1333",0.7768,1.2361,1.1992,5,"FBA","Left"
"1334",0.51826,0.32249,0.27364,5,"FBA","Left"
"1335",1.5214,2.9836,2.702,5,"FBA","Left"
"1336",0.56409,1.8274,1.6605,5,"FBA","Left"
"1337",-0.033787,0.56193,0.25438,5,"FBA","Left"
"1338",0.26847,2.0074,1.418,5,"FBA","Left"
"1339",1.2758,2.2791,2.1464,5,"FBA","Left"
"1340",2.2804,3.1202,1.8524,5,"FBA","Left"
"1341",1.195,2.429,1.2803,5,"FBA","Left"
"1342",-0.29895,0.5353,0.65597,5,"FBA","Left"
"1343",0.94851,1.9926,1.8266,5,"FBA","Left"
"1344",1.1917,1.7052,0.39754,5,"FBA","Left"
"1345",-0.16456,-1.0429,-0.85344,5,"FBA","Left"
"1346",0.093254,1.3986,1.1094,5,"FBA","Left"
"1347",1.6257,1.9009,1.3243,5,"FBA","Left"
"1348",0.56341,1.1818,0.58779,5,"FBA","Left"
"1349",0.81702,0.52589,0.77693,5,"FBA","Left"
"1350",0.57554,1.0612,0.53735,5,"FBA","Left"
"1351",-0.20791,-0.20575,-0.43364,5,"FBA","Right"
"1352",0.78224,1.5091,0.20143,5,"FBA","Right"
"1353",1.8535,0.54016,0.4011,5,"FBA","Right"
"1354",-1.2345,-1.5431,-0.4537,5,"FBA","Right"
"1355",-0.67678,0.45276,0.36651,5,"FBA","Right"
"1356",2.2854,3.6657,1.0852,5,"FBA","Right"
"1357",0.50226,0.21603,0.23086,5,"FBA","Right"
"1358",0.36666,2.2375,0.76611,5,"FBA","Right"
"1359",0.15106,1.7783,0.37197,5,"FBA","Right"
"1360",-0.40339,-0.62153,-0.23897,5,"FBA","Right"
"1361",-1.0028,1.0463,0.16479,5,"FBA","Right"
"1362",-0.51041,0.63067,-1.433,5,"FBA","Right"
"1363",-0.46917,-0.38306,-0.10766,5,"FBA","Right"
"1364",-0.37373,1.541,-0.70418,5,"FBA","Right"
"1365",-1.6845,1.0284,-1.622,5,"FBA","Right"
"1366",-0.5809,0.27223,0.10764,5,"FBA","Right"
"1367",-0.89731,1.3209,-0.065488,5,"FBA","Right"
"1368",-1.0038,0.28313,0.6485,5,"FBA","Right"
"1369",0.12397,1.4226,0.21954,5,"FBA","Right"
"1370",1.2564,0.84015,0.97642,5,"FBA","Right"
"1371",0.27658,0.45272,-0.0028613,5,"FBA","Right"
"1372",0.9844,-0.011856,-0.5137,5,"FBA","Right"
"1373",-0.59883,0.12119,-0.52878,5,"FBA","Right"
"1374",0.87012,0.020491,0.28993,5,"FBA","Right"
"1375",1.1081,1.3482,0.17901,5,"FBA","Right"
"1376",-0.16619,0.33925,0.19458,5,"FBA","Right"
"1377",-0.1098,0.29213,-0.71807,5,"FBA","Right"
"1378",1.6307,0.84533,0.61717,5,"FBA","Right"
"1379",0.41752,0.5473,0.36892,5,"FBA","Right"
"1380",1.8798,0.38561,1.2383,5,"FBA","Right"
"1381",0.86765,3.8847,-0.17153,5,"medial_obj","Left"
"1382",0.098715,1.1063,0.77599,5,"medial_obj","Left"
"1383",2.8264,3.7747,3.6789,5,"medial_obj","Left"
"1384",-3.5923,1.7407,-0.58712,5,"medial_obj","Left"
"1385",1.5173,2.422,1.4945,5,"medial_obj","Left"
"1386",3.8402,5.3964,3.966,5,"medial_obj","Left"
"1387",0.71661,3.8358,1.777,5,"medial_obj","Left"
"1388",4.7161,7.0716,5.1124,5,"medial_obj","Left"
"1389",-0.36253,0.94258,0.39158,5,"medial_obj","Left"
"1390",-1.3106,-0.020659,-0.30648,5,"medial_obj","Left"
"1391",0.43254,2.191,1.0001,5,"medial_obj","Left"
"1392",0.085321,0.023547,0.0079234,5,"medial_obj","Left"
"1393",-0.93627,-0.26879,-0.58099,5,"medial_obj","Left"
"1394",0.76819,1.1072,0.65277,5,"medial_obj","Left"
"1395",0.011072,1.3897,0.743,5,"medial_obj","Left"
"1396",-0.39896,1.5894,0.48209,5,"medial_obj","Left"
"1397",0.43028,1.0681,0.86729,5,"medial_obj","Left"
"1398",-1.1491,0.43819,0.11715,5,"medial_obj","Left"
"1399",0.19369,1.9777,0.86767,5,"medial_obj","Left"
"1400",0.29692,2.8901,1.7943,5,"medial_obj","Left"
"1401",-0.26742,4.5001,1.9206,5,"medial_obj","Left"
"1402",-0.26656,5.948,2.1809,5,"medial_obj","Left"
"1403",0.41419,1.3487,1.5362,5,"medial_obj","Left"
"1404",-1.0965,2.4127,0.76776,5,"medial_obj","Left"
"1405",-0.7585,-1.0626,-0.094382,5,"medial_obj","Left"
"1406",-1.5504,0.010592,-0.61781,5,"medial_obj","Left"
"1407",-1.153,0.83443,-0.14092,5,"medial_obj","Left"
"1408",-0.2321,0.45602,0.32,5,"medial_obj","Left"
"1409",-1.4145,0.024665,-0.98634,5,"medial_obj","Left"
"1410",-1.4903,0.31241,-1.7158,5,"medial_obj","Left"
"1411",0.28881,-0.55344,-0.59251,5,"medial_obj","Right"
"1412",1.4699,0.45419,0.70559,5,"medial_obj","Right"
"1413",1.6404,1.9427,1.3933,5,"medial_obj","Right"
"1414",1.2618,0.54295,1.1479,5,"medial_obj","Right"
"1415",1.2998,6.9059,3.7516,5,"medial_obj","Right"
"1416",0.44365,1.6748,0.80452,5,"medial_obj","Right"
"1417",0.10378,2.8089,0.82401,5,"medial_obj","Right"
"1418",-0.50708,1.2191,0.46788,5,"medial_obj","Right"
"1419",0.99758,3.2537,2.0032,5,"medial_obj","Right"
"1420",-0.68448,5.1736,4.0202,5,"medial_obj","Right"
"1421",-1.0983,5.8437,5.8703,5,"medial_obj","Right"
"1422",1.103,6.963,5.5756,5,"medial_obj","Right"
"1423",0.52475,4.0252,2.1934,5,"medial_obj","Right"
"1424",0.34308,4.5123,3.6597,5,"medial_obj","Right"
"1425",0.034601,9.3475,7.0268,5,"medial_obj","Right"
"1426",-1.2422,2.0404,1.8026,5,"medial_obj","Right"
"1427",0.83332,1.8066,1.4388,5,"medial_obj","Right"
"1428",0.57965,2.6974,2.1612,5,"medial_obj","Right"
"1429",0.90916,2.0656,1.1008,5,"medial_obj","Right"
"1430",0.9418,3.4057,1.2854,5,"medial_obj","Right"
"1431",0.2767,4.5451,3.0151,5,"medial_obj","Right"
"1432",-0.38055,0.95597,-0.28418,5,"medial_obj","Right"
"1433",-0.57486,4.5701,0.93367,5,"medial_obj","Right"
"1434",-0.5367,3.9491,2.449,5,"medial_obj","Right"
"1435",0.12149,3.6024,1.8636,5,"medial_obj","Right"
"1436",0.41583,6.7211,4.6633,5,"medial_obj","Right"
"1437",0.021951,-0.41297,0.47003,5,"medial_obj","Right"
"1438",-0.41806,0.65596,0.66627,5,"medial_obj","Right"
"1439",0.39765,0.34187,0.51709,5,"medial_obj","Right"
"1440",0.17502,1.8554,1.5131,5,"medial_obj","Right"
"1441",2.1779,2.5054,1.7183,5,"EBA","Left"
"1442",4.6423,4.5058,4.8717,5,"EBA","Left"
"1443",3.4015,4.0853,3.5965,5,"EBA","Left"
"1444",5.4943,6.6583,5.5194,5,"EBA","Left"
"1445",1.9683,3.1161,3.4706,5,"EBA","Left"
"1446",2.5557,3.7119,3.1955,5,"EBA","Left"
"1447",1.0225,0.25331,0.50031,5,"EBA","Left"
"1448",0.27235,0.19616,0.052815,5,"EBA","Left"
"1449",0.23221,-0.19763,0.88693,5,"EBA","Left"
"1450",0.041397,0.15475,0.14415,5,"EBA","Left"
"1451",0.48442,0.84333,0.92657,5,"EBA","Left"
"1452",0.50356,0.65909,-0.021052,5,"EBA","Left"
"1453",0.81373,0.89684,0.56797,5,"EBA","Left"
"1454",0.49735,1.2416,-0.1881,5,"EBA","Left"
"1455",1.5083,2.0548,1.9502,5,"EBA","Left"
"1456",1.2424,1.7724,1.9492,5,"EBA","Left"
"1457",1.393,2.781,2.5646,5,"EBA","Left"
"1458",1.1824,2.0278,1.6818,5,"EBA","Left"
"1459",0.82783,0.51074,0.72135,5,"EBA","Left"
"1460",0.15684,0.61054,0.17483,5,"EBA","Left"
"1461",0.94892,0.60502,0.6183,5,"EBA","Left"
"1462",0.89108,1.204,1.7185,5,"EBA","Left"
"1463",0.23178,0.16337,0.7332,5,"EBA","Left"
"1464",0.53024,1.0872,1.1044,5,"EBA","Left"
"1465",2.2805,2.8089,1.7074,5,"EBA","Left"
"1466",0.22934,-0.1221,-0.37951,5,"EBA","Left"
"1467",0.72226,1.4407,1.3963,5,"EBA","Left"
"1468",0.43346,1.0014,1.1178,5,"EBA","Left"
"1469",2.223,3.1699,2.956,5,"EBA","Left"
"1470",-0.2807,-0.56297,-0.71531,5,"EBA","Left"
"1471",3.1824,5.0977,6.2329,5,"EBA","Right"
"1472",6.0421,10.9175,8.3819,5,"EBA","Right"
"1473",2.2365,2.7299,2.8713,5,"EBA","Right"
"1474",2.9803,4.3606,5.7955,5,"EBA","Right"
"1475",-0.13053,0.67436,0.24429,5,"EBA","Right"
"1476",1.2738,2.3127,2.2651,5,"EBA","Right"
"1477",2.1601,1.7081,2.6823,5,"EBA","Right"
"1478",1.5401,0.62588,1.0062,5,"EBA","Right"
"1479",1.2799,1.8214,2.0634,5,"EBA","Right"
"1480",1.3723,1.3345,1.3001,5,"EBA","Right"
"1481",-0.64548,0.42283,0.45893,5,"EBA","Right"
"1482",0.21298,1.0415,1.2644,5,"EBA","Right"
"1483",1.0929,2.0001,1.1124,5,"EBA","Right"
"1484",1.9596,3.6251,2.6492,5,"EBA","Right"
"1485",-0.92656,-0.50582,-1.2156,5,"EBA","Right"
"1486",3.4378,4.2478,4.0431,5,"EBA","Right"
"1487",3.502,5.229,5.4761,5,"EBA","Right"
"1488",1.8382,2.6404,2.2677,5,"EBA","Right"
"1489",3.7382,6.6328,5.476,5,"EBA","Right"
"1490",0.6689,0.74065,0.4392,5,"EBA","Right"
"1491",1.7281,4.6577,3.5358,5,"EBA","Right"
"1492",0.12715,0.75351,0.39331,5,"EBA","Right"
"1493",2.9194,6.5037,4.0926,5,"EBA","Right"
"1494",2.5806,6.0412,4.3809,5,"EBA","Right"
"1495",-0.43275,0.54112,0.6065,5,"EBA","Right"
"1496",1.2621,3.4198,2.9896,5,"EBA","Right"
"1497",2.7805,7.2736,4.5709,5,"EBA","Right"
"1498",2.1013,7.7532,5.2368,5,"EBA","Right"
"1499",-0.025081,1.01,0.28052,5,"EBA","Right"
"1500",0.56443,0.69863,0.80304,5,"EBA","Right"
"1501",-0.19044,0.16502,-0.10567,5,"LO","Left"
"1502",2.3575,3.3577,2.5015,5,"LO","Left"
"1503",1.0337,1.234,1.5411,5,"LO","Left"
"1504",-0.058653,-0.47383,-0.29336,5,"LO","Left"
"1505",0.062875,0.61978,0.38549,5,"LO","Left"
"1506",0.30983,0.44521,0.56601,5,"LO","Left"
"1507",0.24982,1.1188,1.0961,5,"LO","Left"
"1508",-0.18305,-0.49576,-0.16891,5,"LO","Left"
"1509",-0.084503,-0.23448,0.10382,5,"LO","Left"
"1510",-0.096837,1.0984,0.2699,5,"LO","Left"
"1511",0.66529,0.69521,0.91631,5,"LO","Left"
"1512",0.11958,1.9911,0.18311,5,"LO","Left"
"1513",0.16968,1.7034,0.47665,5,"LO","Left"
"1514",1.0477,2.4582,1.0453,5,"LO","Left"
"1515",1.497,2.9555,1.3231,5,"LO","Left"
"1516",-0.26505,-0.41605,-0.39149,5,"LO","Left"
"1517",-0.081459,0.73353,-0.15054,5,"LO","Left"
"1518",2.1024,4.4477,1.9737,5,"LO","Left"
"1519",0.9517,2.6785,0.84578,5,"LO","Left"
"1520",1.2479,2.531,1.1349,5,"LO","Left"
"1521",0.16296,1.7512,0.29876,5,"LO","Left"
"1522",0.065422,2.4729,0.63828,5,"LO","Left"
"1523",0.44607,2.3913,1.1692,5,"LO","Left"
"1524",0.38926,1.1405,0.15781,5,"LO","Left"
"1525",1.1,1.6641,0.68565,5,"LO","Left"
"1526",1.0397,2.4476,1.0586,5,"LO","Left"
"1527",0.58942,1.1687,0.85571,5,"LO","Left"
"1528",0.69611,2.0123,1.2473,5,"LO","Left"
"1529",0.18098,1.4349,0.99391,5,"LO","Left"
"1530",1.0186,2.0682,0.49646,5,"LO","Left"
"1531",-0.030306,0.64344,0.62246,5,"LO","Right"
"1532",0.26204,1.0223,0.92346,5,"LO","Right"
"1533",0.57502,2.1669,1.1168,5,"LO","Right"
"1534",-0.030389,1.2687,0.39237,5,"LO","Right"
"1535",-0.1052,0.47915,0.34299,5,"LO","Right"
"1536",0.78867,3.1523,1.5007,5,"LO","Right"
"1537",1.1654,2.5309,0.94633,5,"LO","Right"
"1538",0.067512,0.46529,-0.16749,5,"LO","Right"
"1539",0.11835,0.98937,0.14287,5,"LO","Right"
"1540",-0.82937,1.1078,0.54471,5,"LO","Right"
"1541",-0.32724,0.34755,0.075169,5,"LO","Right"
"1542",-0.9293,3.9639,3.3001,5,"LO","Right"
"1543",-0.57969,2.9998,1.9704,5,"LO","Right"
"1544",-1.3352,5.3857,4.7773,5,"LO","Right"
"1545",0.22204,2.1662,1.5465,5,"LO","Right"
"1546",0.7272,1.2855,0.91491,5,"LO","Right"
"1547",-0.39171,0.94081,0.34916,5,"LO","Right"
"1548",0.45458,3.1789,1.1655,5,"LO","Right"
"1549",1.6566,5.0833,1.9764,5,"LO","Right"
"1550",0.63236,3.6106,1.4152,5,"LO","Right"
"1551",0.2288,2.1734,1.4251,5,"LO","Right"
"1552",0.49682,2.0931,1.1487,5,"LO","Right"
"1553",0.64429,1.4353,-0.58789,5,"LO","Right"
"1554",0.58835,0.47948,0.33644,5,"LO","Right"
"1555",-0.22487,1.0287,0.71915,5,"LO","Right"
"1556",0.25112,1.8534,1.2334,5,"LO","Right"
"1557",-0.33808,1.7521,1.2565,5,"LO","Right"
"1558",-0.10222,3.4108,2.7785,5,"LO","Right"
