"","face_PSC","object_PSC","integratedFO_PSC","subj","ROI","hemi"
"2515",2.2163,0.42062,1.7973,9,"FFA","Right"
"2516",2.4843,0.2813,1.2903,9,"FFA","Right"
"2517",2.7985,0.31459,1.6528,9,"FFA","Right"
"2518",2.4419,0.29284,1.657,9,"FFA","Right"
"2519",4.226,1.2373,1.9725,9,"FFA","Right"
"2520",1.6897,0.092498,1.2686,9,"FFA","Right"
"2521",0.7919,-0.060152,0.13936,9,"FBA","Left"
"2522",-0.23435,-0.099279,-0.38988,9,"FBA","Left"
"2523",0.1721,0.84237,0.11653,9,"FBA","Left"
"2524",0.58428,1.2946,1.6643,9,"FBA","Left"
"2525",0.42247,0.067559,1.0463,9,"FBA","Left"
"2526",1.4531,0.58112,1.2074,9,"FBA","Left"
"2527",-0.48722,-0.095261,-0.84368,9,"FBA","Left"
"2528",0.33283,0.14706,-0.051041,9,"FBA","Left"
"2529",0.11199,0.7564,-0.58946,9,"FBA","Left"
"2530",-0.11285,-0.052835,0.70487,9,"FBA","Left"
"2531",1.5752,0.26024,0.2926,9,"FBA","Left"
"2532",1.2769,2.2252,0.75873,9,"FBA","Left"
"2533",1.1793,0.77322,0.50289,9,"FBA","Left"
"2534",0.83994,-0.10981,0.723,9,"FBA","Left"
"2535",-0.55679,0.61962,0.55854,9,"FBA","Left"
"2536",1.3284,4.3009,1.5345,9,"FBA","Left"
"2537",-0.33117,1.4006,0.75419,9,"FBA","Left"
"2538",0.020019,2.9807,1.8662,9,"FBA","Left"
"2539",-0.31457,-0.13634,0.14674,9,"FBA","Left"
"2540",-0.73547,-0.61004,-1.4526,9,"FBA","Left"
"2541",0.6904,-0.13482,-0.15755,9,"FBA","Left"
"2542",0.97032,0.11042,-0.60217,9,"FBA","Left"
"2543",-0.13184,0.33526,-1.0662,9,"FBA","Left"
"2544",-0.22413,0.41953,0.077737,9,"FBA","Left"
"2545",0.70419,-0.52375,0.82548,9,"FBA","Left"
"2546",0.65955,0.76344,0.5133,9,"FBA","Left"
"2547",1.0518,0.019036,1.5704,9,"FBA","Left"
"2548",-0.28466,-0.54751,0.58683,9,"FBA","Left"
"2549",-0.15142,0.35982,0.94034,9,"FBA","Left"
"2550",0.33333,-0.1488,0.073069,9,"FBA","Left"
"2551",0.7619,1.4538,-0.61838,9,"FBA","Right"
"2552",-0.054234,0.11099,-0.28905,9,"FBA","Right"
"2553",0.86745,0.35234,0.41022,9,"FBA","Right"
"2554",-0.4525,-0.73389,-1.6116,9,"FBA","Right"
"2555",0.27574,0.45632,-0.21065,9,"FBA","Right"
"2556",0.23401,0.9166,0.53244,9,"FBA","Right"
"2557",0.91497,0.047439,0.1976,9,"FBA","Right"
"2558",-0.10123,0.1167,-0.20265,9,"FBA","Right"
"2559",0.013905,0.55417,0.86309,9,"FBA","Right"
"2560",0.39153,0.39496,-0.35012,9,"FBA","Right"
"2561",1.1446,2.6785,3.6843,9,"FBA","Right"
"2562",2.0491,1.8724,1.857,9,"FBA","Right"
"2563",1.3793,0.21566,0.025782,9,"FBA","Right"
"2564",0.81387,0.6668,-0.10167,9,"FBA","Right"
"2565",-0.57934,-0.72021,-0.14089,9,"FBA","Right"
"2566",1.0784,0.25101,-0.15508,9,"FBA","Right"
"2567",1.1387,0.7215,-0.10787,9,"FBA","Right"
"2568",0.91685,1.2438,1.1218,9,"FBA","Right"
"2569",0.25393,0.28929,-0.25981,9,"FBA","Right"
"2570",-0.14987,0.57984,-0.65689,9,"FBA","Right"
"2571",1.2267,-0.45853,-0.6464,9,"FBA","Right"
"2572",-0.16382,-0.36191,0.41849,9,"FBA","Right"
"2573",0.7728,0.22151,-0.29211,9,"FBA","Right"
"2574",-0.11926,0.46111,0.72819,9,"FBA","Right"
"2575",-0.31969,-0.2033,-0.059648,9,"FBA","Right"
"2576",-0.30551,-0.66956,-0.28441,9,"FBA","Right"
"2577",-0.61761,0.37663,0.030002,9,"FBA","Right"
"2578",0.4493,0.51246,0.55073,9,"FBA","Right"
"2579",0.6005,-0.13553,-0.84488,9,"FBA","Right"
"2580",0.061525,-0.52684,-0.00027687,9,"FBA","Right"
"2581",1.1823,1.753,1.083,9,"medial_obj","Left"
"2582",0.065915,1.053,1.381,9,"medial_obj","Left"
"2583",0.22224,2.7383,0.54404,9,"medial_obj","Left"
"2584",0.72247,1.3152,1.0408,9,"medial_obj","Left"
"2585",-1.298,-0.75684,1.2495,9,"medial_obj","Left"
"2586",0.38789,1.6044,0.79452,9,"medial_obj","Left"
"2587",2.7075,5.4527,5.4163,9,"medial_obj","Left"
"2588",0.44958,1.9327,1.5473,9,"medial_obj","Left"
"2589",-1.1625,1.2396,0.15892,9,"medial_obj","Left"
"2590",1.7302,3.5024,2.8869,9,"medial_obj","Left"
"2591",0.34047,2.2904,1.6341,9,"medial_obj","Left"
"2592",-0.20328,0.56437,0.32523,9,"medial_obj","Left"
"2593",1.1942,2.8083,1.2704,9,"medial_obj","Left"
"2594",-0.91011,-0.0019341,-0.47461,9,"medial_obj","Left"
"2595",0.59737,3.2325,0.78194,9,"medial_obj","Left"
"2596",0.32652,0.49377,0.64822,9,"medial_obj","Left"
"2597",0.5437,1.4206,0.083426,9,"medial_obj","Left"
"2598",2.9641,1.0629,1.5544,9,"medial_obj","Left"
"2599",0.36746,1.1535,1.338,9,"medial_obj","Left"
"2600",-0.29254,1.9417,0.13587,9,"medial_obj","Left"
"2601",0.16993,1.1134,-0.46335,9,"medial_obj","Left"
"2602",0.051429,0.97499,0.66289,9,"medial_obj","Left"
"2603",1.4456,1.218,0.89965,9,"medial_obj","Left"
"2604",-0.081561,-0.4383,-0.57568,9,"medial_obj","Left"
"2605",-0.12085,1.4713,0.8329,9,"medial_obj","Left"
"2606",0.092637,1.8008,0.91244,9,"medial_obj","Left"
"2607",1.3852,5.4886,3.6645,9,"medial_obj","Left"
"2608",0.16476,1.552,1.517,9,"medial_obj","Left"
"2609",-0.79508,0.49304,-0.13243,9,"medial_obj","Left"
"2610",0.36747,4.285,1.3682,9,"medial_obj","Left"
"2611",-0.094448,1.2511,0.75317,9,"medial_obj","Right"
"2612",-1.0625,-0.42352,-0.21442,9,"medial_obj","Right"
"2613",0.33596,0.69497,-0.70538,9,"medial_obj","Right"
"2614",0.068631,0.74059,-1.1622,9,"medial_obj","Right"
"2615",-0.14453,0.68639,0.28839,9,"medial_obj","Right"
"2616",1.4026,1.5554,0.80962,9,"medial_obj","Right"
"2617",1.0784,1.0085,-0.032201,9,"medial_obj","Right"
"2618",-0.050604,0.88051,-0.97988,9,"medial_obj","Right"
"2619",0.23002,1.2176,-0.23709,9,"medial_obj","Right"
"2620",-0.17309,0.13047,0.66514,9,"medial_obj","Right"
"2621",1.634,1.9222,1.7042,9,"medial_obj","Right"
"2622",-0.40273,0.6587,-0.070774,9,"medial_obj","Right"
"2623",0.27365,-0.99106,0.40441,9,"medial_obj","Right"
"2624",2.1773,2.1859,2.7655,9,"medial_obj","Right"
"2625",-0.68228,-0.2615,0.028281,9,"medial_obj","Right"
"2626",-0.73123,-0.28594,-0.89384,9,"medial_obj","Right"
"2627",0.072214,0.17332,0.2584,9,"medial_obj","Right"
"2628",-0.14594,1.2008,0.9842,9,"medial_obj","Right"
"2629",-0.67179,0.25721,-0.48635,9,"medial_obj","Right"
"2630",1.4966,3.7672,2.084,9,"medial_obj","Right"
"2631",0.48177,1.7974,1.5996,9,"medial_obj","Right"
"2632",0.047657,2.8937,1.0508,9,"medial_obj","Right"
"2633",1.2546,2.991,1.958,9,"medial_obj","Right"
"2634",1.5102,3.459,2.4116,9,"medial_obj","Right"
"2635",0.64361,1.1107,1.4491,9,"medial_obj","Right"
"2636",-0.039056,1.1184,0.57276,9,"medial_obj","Right"
"2637",0.45327,4.0868,3.7751,9,"medial_obj","Right"
"2638",-0.3123,4.1755,4.0231,9,"medial_obj","Right"
"2639",0.31134,1.0234,0.69916,9,"medial_obj","Right"
"2640",0.014605,2.3581,1.5609,9,"medial_obj","Right"
"2641",6.3621,2.9413,5.339,9,"OFA","Left"
"2642",12.1761,6.7692,9.5434,9,"OFA","Left"
"2643",4.4026,1.0057,4.1843,9,"OFA","Left"
"2644",3.8615,2.7663,3.5541,9,"OFA","Left"
"2645",4.4742,1.3879,3.5892,9,"OFA","Left"
"2646",8.6304,3.6267,7.2723,9,"OFA","Left"
"2647",14.2989,7.392,14.4097,9,"OFA","Left"
"2648",1.1128,-0.16424,0.96678,9,"OFA","Left"
"2649",1.9953,-0.033056,1.6935,9,"OFA","Left"
"2650",2.1354,0.089328,0.92303,9,"OFA","Left"
"2651",-0.01541,0.2598,-0.3339,9,"OFA","Left"
"2652",1.7513,0.6203,1.0356,9,"OFA","Left"
"2653",3.4731,0.52051,2.9329,9,"OFA","Left"
"2654",1.9428,0.5466,1.3434,9,"OFA","Left"
"2655",1.0412,0.92087,1.154,9,"OFA","Left"
"2656",1.1091,-0.50645,0.50284,9,"OFA","Left"
"2657",3.4334,1.0878,2.5313,9,"OFA","Left"
"2658",0.25334,-0.049704,-0.53537,9,"OFA","Left"
"2659",1.2872,0.69726,0.77959,9,"OFA","Left"
"2660",2.8877,1.4786,2.2188,9,"OFA","Left"
"2661",0.893,0.44898,0.80089,9,"OFA","Left"
"2662",0.38084,0.10936,-0.53709,9,"OFA","Left"
"2663",2.1379,0.81209,1.37,9,"OFA","Left"
"2664",1.1512,0.46097,0.55094,9,"OFA","Left"
"2665",0.4504,-0.28207,0.12876,9,"OFA","Left"
"2666",1.045,0.43022,0.68792,9,"OFA","Left"
"2667",0.78716,0.055318,1.2707,9,"OFA","Left"
"2668",3.1029,2.0227,2.6724,9,"OFA","Left"
"2669",4.5757,4.3304,4.508,9,"OFA","Left"
"2670",5.4726,4.1115,5.1566,9,"OFA","Left"
"2671",0.9478,0.30848,1.283,9,"OFA","Right"
"2672",0.5751,0.20732,0.32236,9,"OFA","Right"
"2673",0.85201,0.24718,0.25972,9,"OFA","Right"
"2674",1.496,0.74987,0.92962,9,"OFA","Right"
"2675",1.4446,1.0796,1.2968,9,"OFA","Right"
"2676",0.75697,-0.085326,0.59779,9,"OFA","Right"
"2677",0.53632,-0.46491,0.44309,9,"OFA","Right"
"2678",0.25299,-0.09409,0.33275,9,"OFA","Right"
"2679",3.2184,1.282,2.2391,9,"OFA","Right"
"2680",1.3364,0.053037,0.34634,9,"OFA","Right"
"2681",0.46814,0.27818,-0.23762,9,"OFA","Right"
"2682",1.4236,-0.49635,0.61825,9,"OFA","Right"
"2683",1.9299,0.54309,1.4129,9,"OFA","Right"
"2684",1.9072,0.8978,1.0606,9,"OFA","Right"
"2685",5.6386,2.7645,4.4506,9,"OFA","Right"
"2686",1.3729,-0.13984,0.11935,9,"OFA","Right"
"2687",0.35662,0.58998,-0.24868,9,"OFA","Right"
"2688",0.17485,-0.99715,-0.39099,9,"OFA","Right"
"2689",0.54605,0.45298,0.88373,9,"OFA","Right"
"2690",0.47838,-0.26292,0.14048,9,"OFA","Right"
"2691",1.0654,0.39717,1.0373,9,"OFA","Right"
"2692",2.7349,1.7661,2.2248,9,"OFA","Right"
"2693",2.2971,0.87754,1.4857,9,"OFA","Right"
"2694",1.1959,-0.0062241,0.6493,9,"OFA","Right"
"2695",5.198,5.9047,6.0323,9,"OFA","Right"
"2696",1.9993,1.4229,2.2178,9,"OFA","Right"
"2697",-1.7865,-0.40494,-0.90775,9,"OFA","Right"
"2698",0.49875,-0.30068,-0.36946,9,"OFA","Right"
"2699",0.24927,0.29007,-0.26891,9,"OFA","Right"
"2700",0.1397,-0.57164,0.33901,9,"OFA","Right"
"2701",0.34036,0.37992,0.06723,9,"EBA","Left"
"2702",0.23161,-0.41637,-0.1927,9,"EBA","Left"
"2703",2.5482,2.2711,3.022,9,"EBA","Left"
"2704",0.31475,2.6065,2.4687,9,"EBA","Left"
"2705",1.2458,1.2855,2.1456,9,"EBA","Left"
"2706",7.001,6.239,7.9841,9,"EBA","Left"
"2707",-0.018259,0.6252,0.90998,9,"EBA","Left"
"2708",2.9911,2.0723,2.9708,9,"EBA","Left"
"2709",14.0435,13.5035,17.746,9,"EBA","Left"
"2710",0.14871,-0.011739,0.46755,9,"EBA","Left"
"2711",0.53008,0.41634,1.0021,9,"EBA","Left"
"2712",3.1761,3.5726,3.6982,9,"EBA","Left"
"2713",-0.35635,-0.47338,-0.34908,9,"EBA","Left"
"2714",0.63579,1.2067,1.5525,9,"EBA","Left"
"2715",1.4279,0.29218,0.4685,9,"EBA","Left"
"2716",0.80711,0.91965,1.1014,9,"EBA","Left"
"2717",0.068465,2.5372,1.7461,9,"EBA","Left"
"2718",0.035684,0.0085659,0.079248,9,"EBA","Left"
"2719",-0.46088,2.0213,0.9436,9,"EBA","Left"
"2720",-0.24314,0.78268,0.74634,9,"EBA","Left"
"2721",0.92536,0.71974,1.2282,9,"EBA","Left"
"2722",1.0119,2.7656,2.2119,9,"EBA","Left"
"2723",0.9098,3.5356,2.5058,9,"EBA","Left"
"2724",1.1434,1.077,1.9607,9,"EBA","Left"
"2725",3.0785,3.8523,4.4342,9,"EBA","Left"
"2726",1.1741,2.3078,3.4002,9,"EBA","Left"
"2727",0.018761,0.1433,0.73131,9,"EBA","Left"
"2728",0.26865,0.066577,0.25294,9,"EBA","Left"
"2729",1.0707,0.15919,0.90055,9,"EBA","Left"
"2730",0.55102,1.3967,0.57597,9,"EBA","Left"
"2731",1.6213,1.8166,1.5977,9,"EBA","Right"
"2732",-0.03851,0.50633,0.44929,9,"EBA","Right"
"2733",0.33453,1.1416,0.75359,9,"EBA","Right"
"2734",3.338,3.5093,5.1262,9,"EBA","Right"
"2735",0.31313,-0.77242,0.11422,9,"EBA","Right"
"2736",1.0041,1.6054,2.4207,9,"EBA","Right"
"2737",2.735,3.7522,4.8916,9,"EBA","Right"
"2738",1.6085,1.1566,1.8828,9,"EBA","Right"
"2739",-0.19149,0.1427,-0.036435,9,"EBA","Right"
"2740",-0.024777,0.69701,0.74057,9,"EBA","Right"
"2741",0.74149,1.2291,1.2223,9,"EBA","Right"
"2742",1.7315,1.8689,2.3957,9,"EBA","Right"
"2743",0.5405,0.74844,0.92149,9,"EBA","Right"
"2744",-1.0273,-0.39049,-0.76573,9,"EBA","Right"
"2745",5.2732,12.686,12.0608,9,"EBA","Right"
"2746",1.5911,4.8683,4.2308,9,"EBA","Right"
"2747",0.89908,1.7138,2.1808,9,"EBA","Right"
"2748",2.2283,4.4573,4.1166,9,"EBA","Right"
"2749",2.6582,6.5655,8.1023,9,"EBA","Right"
"2750",7.1967,12.8856,11.5777,9,"EBA","Right"
"2751",4.8524,7.4015,7.4228,9,"EBA","Right"
"2752",0.093506,0.28835,0.55802,9,"EBA","Right"
"2753",0.64882,0.54261,0.25541,9,"EBA","Right"
"2754",0.3547,1.6463,2.1092,9,"EBA","Right"
"2755",-0.079247,1.8832,2.0161,9,"EBA","Right"
"2756",0.94547,1.1528,1.0802,9,"EBA","Right"
"2757",0.4393,2.123,1.6777,9,"EBA","Right"
"2758",0.51339,1.1871,0.87769,9,"EBA","Right"
"2759",0.26156,1.6533,1.4651,9,"EBA","Right"
"2760",1.2719,1.6589,2.3388,9,"EBA","Right"
"2761",0.67816,2.8263,1.3348,9,"LO","Left"
"2762",0.93656,2.5106,1.3187,9,"LO","Left"
"2763",4.5795,6.1277,5.0216,9,"LO","Left"
"2764",1.8105,3.6179,2.6475,9,"LO","Left"
"2765",1.7192,5.8415,4.1691,9,"LO","Left"
"2766",5.5782,11.8869,10.5583,9,"LO","Left"
"2767",0.94346,1.025,1.0326,9,"LO","Left"
"2768",-0.16161,0.45545,0.11182,9,"LO","Left"
"2769",-0.50747,0.4915,0.12808,9,"LO","Left"
"2770",0.77216,1.6931,0.48511,9,"LO","Left"
"2771",0.5992,1.1302,1.3467,9,"LO","Left"
"2772",3.6385,5.8568,4.0839,9,"LO","Left"
"2773",-0.0043597,-0.13582,0.31828,9,"LO","Left"
"2774",0.48638,3.7233,1.8567,9,"LO","Left"
"2775",7.7958,15.2538,11.2934,9,"LO","Left"
"2776",2.5145,3.8815,3.6334,9,"LO","Left"
"2777",1.0219,2.1948,-0.25977,9,"LO","Left"
"2778",0.13915,1.0966,-0.7892,9,"LO","Left"
"2779",0.075035,0.87653,-0.13609,9,"LO","Left"
"2780",-0.85115,-0.41713,-0.62084,9,"LO","Left"
"2781",0.99895,3.6405,2.0114,9,"LO","Left"
"2782",-0.40499,0.11339,0.0344,9,"LO","Left"
"2783",0.78083,4.253,2.4396,9,"LO","Left"
"2784",0.92589,2.0914,1.5975,9,"LO","Left"
"2785",1.4898,5.8832,3.272,9,"LO","Left"
"2786",0.81093,1.4844,0.88216,9,"LO","Left"
"2787",0.97865,1.0834,0.12617,9,"LO","Left"
"2788",0.95006,0.83575,0.5746,9,"LO","Left"
"2789",0.46274,1.5011,1.404,9,"LO","Left"
"2790",0.30368,2.9322,2.1951,9,"LO","Left"
"2791",0.14431,-0.73619,0.20395,10,"FFA","Left"
"2792",0.43627,-0.09571,-0.23483,10,"FFA","Left"
"2793",1.3592,0.49904,0.88913,10,"FFA","Left"
"2794",1.0069,0.67828,0.38378,10,"FFA","Left"
"2795",1.6259,0.68903,1.0702,10,"FFA","Left"
"2796",0.74311,0.56594,0.84726,10,"FFA","Left"
"2797",3.6454,2.1809,2.7629,10,"FFA","Left"
"2798",8.0033,5.2905,7.6045,10,"FFA","Left"
"2799",3.5341,1.1653,2.6304,10,"FFA","Left"
"2800",3.3173,-0.52676,3.2966,10,"FFA","Left"
"2801",3.1111,1.5923,3.3739,10,"FFA","Left"
"2802",1.8919,1.1238,2.9964,10,"FFA","Left"
"2803",4.1595,0.277,3.9468,10,"FFA","Left"
"2804",1.1459,0.11284,1.5603,10,"FFA","Left"
"2805",0.28476,-0.14837,0.33004,10,"FFA","Left"
"2806",3.5635,1.7625,3.9775,10,"FFA","Left"
"2807",0.66543,-0.2901,0.15074,10,"FFA","Left"
"2808",6.8651,1.6006,6.0795,10,"FFA","Left"
"2809",1.8898,0.75154,2.1965,10,"FFA","Left"
"2810",7.1722,3.3739,7.2429,10,"FFA","Left"
"2811",1.4346,0.73872,1.748,10,"FFA","Left"
"2812",0.27987,-0.78181,-0.079148,10,"FFA","Left"
"2813",0.38247,-0.50979,-0.47768,10,"FFA","Left"
"2814",2.1155,1.6786,3.238,10,"FFA","Left"
"2815",2.4231,0.41986,2.0853,10,"FFA","Left"
"2816",-0.83478,-0.96194,-0.70879,10,"FFA","Left"
"2817",2.073,0.87761,3.455,10,"FFA","Left"
"2818",1.3679,-0.26153,2.5271,10,"FFA","Left"
"2819",2.5263,0.3679,1.6323,10,"FFA","Left"
"2820",4.5654,1.2346,4.7604,10,"FFA","Left"
"2821",3.7173,1.3759,3.1738,10,"FFA","Right"
"2822",5.5952,1.9741,5.1097,10,"FFA","Right"
"2823",8.4772,3.6055,7.7616,10,"FFA","Right"
"2824",4.9677,2.3944,4.8894,10,"FFA","Right"
"2825",5.348,2.5118,4.703,10,"FFA","Right"
"2826",10.0433,4.9692,9.8797,10,"FFA","Right"
"2827",3.0913,1.8777,3.0248,10,"FFA","Right"
"2828",0.76964,0.52949,1.2563,10,"FFA","Right"
"2829",2.4701,1.6473,2.0939,10,"FFA","Right"
"2830",5.2771,0.93271,4.0501,10,"FFA","Right"
"2831",4.7652,2.2643,4.4741,10,"FFA","Right"
"2832",0.16231,0.63459,0.60116,10,"FFA","Right"
"2833",-0.042737,-0.15849,-0.57243,10,"FFA","Right"
"2834",3.1456,0.70926,3.3,10,"FFA","Right"
"2835",2.8316,0.45122,2.2373,10,"FFA","Right"
"2836",3.6706,2.2498,3.2721,10,"FFA","Right"
"2837",2.2403,0.013557,1.1616,10,"FFA","Right"
"2838",2.5511,0.47541,2.7811,10,"FFA","Right"
"2839",9.1671,2.1551,7.2448,10,"FFA","Right"
"2840",6.0121,1.2032,4.4848,10,"FFA","Right"
"2841",-0.079444,-0.29301,0.20032,10,"FFA","Right"
"2842",3.4351,-0.11698,1.9694,10,"FFA","Right"
"2843",4.393,0.87343,3.5165,10,"FFA","Right"
"2844",1.7424,0.43667,1.4568,10,"FFA","Right"
"2845",2.0339,1.1024,0.8943,10,"FFA","Right"
"2846",4.459,0.6361,3.1445,10,"FFA","Right"
"2847",3.1841,0.36123,3.2075,10,"FFA","Right"
"2848",-0.28152,-0.16026,-0.43674,10,"FFA","Right"
"2849",2.8112,0.55149,2.0046,10,"FFA","Right"
"2850",2.1229,0.54908,2.3812,10,"FFA","Right"
"2851",0.55542,0.11508,-0.74084,10,"FBA","Left"
"2852",0.082065,0.081457,0.20629,10,"FBA","Left"
"2853",-0.23246,0.98104,0.24899,10,"FBA","Left"
"2854",0.093706,-0.13301,0.95516,10,"FBA","Left"
"2855",-0.22268,-0.034458,0.5067,10,"FBA","Left"
"2856",2.6519,2.1245,2.9141,10,"FBA","Left"
"2857",3.5297,2.284,3.7347,10,"FBA","Left"
"2858",1.7253,1.8413,1.7793,10,"FBA","Left"
"2859",-0.014614,-0.25229,0.28464,10,"FBA","Left"
"2860",1.5827,-0.07938,1.0262,10,"FBA","Left"
"2861",2.7844,1.9494,2.7875,10,"FBA","Left"
"2862",-0.073526,0.36705,0.097187,10,"FBA","Left"
"2863",3.1334,2.0831,2.6094,10,"FBA","Left"
"2864",2.2454,1.4949,2.3111,10,"FBA","Left"
"2865",3.4288,3.4125,5.0989,10,"FBA","Left"
"2866",6.1565,5.3986,6.3324,10,"FBA","Left"
"2867",2.1442,3.4876,4.9531,10,"FBA","Left"
"2868",-0.21767,-0.01032,1.1493,10,"FBA","Left"
"2869",-0.082139,0.42317,0.1161,10,"FBA","Left"
"2870",0.026856,0.15796,0.54101,10,"FBA","Left"
"2871",1.2924,0.78964,0.1214,10,"FBA","Left"
"2872",1.3674,1.479,1.8655,10,"FBA","Left"
"2873",2.0246,1.3214,2.4647,10,"FBA","Left"
"2874",3.1771,1.8681,3.274,10,"FBA","Left"
"2875",1.3514,0.34466,1.0839,10,"FBA","Left"
"2876",2.7882,1.0152,2.3467,10,"FBA","Left"
"2877",3.2387,3.4159,3.1319,10,"FBA","Left"
"2878",1.9389,1.8037,2.3468,10,"FBA","Left"
"2879",1.9059,1.96,1.6787,10,"FBA","Left"
"2880",1.7496,1.7714,1.8289,10,"FBA","Left"
"2881",1.2143,0.63835,0.63003,10,"FBA","Right"
"2882",2.234,1.4546,2.3076,10,"FBA","Right"
"2883",3.2777,1.6602,2.7138,10,"FBA","Right"
"2884",2.8307,1.3453,2.7826,10,"FBA","Right"
"2885",0.1443,0.42684,0.49681,10,"FBA","Right"
"2886",0.15194,0.64055,0.74711,10,"FBA","Right"
"2887",-0.28312,0.088458,-0.057214,10,"FBA","Right"
"2888",0.51469,1.0249,0.59281,10,"FBA","Right"
"2889",1.7994,1.9671,1.1436,10,"FBA","Right"
"2890",0.87696,0.60967,1.2425,10,"FBA","Right"
"2891",1.6275,1.1998,2.1706,10,"FBA","Right"
"2892",-0.14476,0.0854,0.31784,10,"FBA","Right"
"2893",1.1576,2.0567,1.6637,10,"FBA","Right"
"2894",0.77144,0.74728,0.55666,10,"FBA","Right"
"2895",0.67802,1.2413,0.61503,10,"FBA","Right"
"2896",1.7931,1.7023,2.2005,10,"FBA","Right"
"2897",0.3122,1.0159,1.0543,10,"FBA","Right"
"2898",0.04014,0.54521,0.22508,10,"FBA","Right"
"2899",-0.028852,-0.25988,0.32924,10,"FBA","Right"
"2900",-0.76176,-0.45966,-1.3046,10,"FBA","Right"
"2901",2.191,1.7266,2.7189,10,"FBA","Right"
"2902",0.95685,0.85298,0.98878,10,"FBA","Right"
"2903",2.5557,2.7855,3.444,10,"FBA","Right"
"2904",3.1152,3.1932,3.4082,10,"FBA","Right"
"2905",1.3039,1.3907,1.3889,10,"FBA","Right"
"2906",1.6332,1.8809,2.1598,10,"FBA","Right"
"2907",1.3218,1.5541,1.767,10,"FBA","Right"
"2908",-0.27062,0.41289,0.93362,10,"FBA","Right"
"2909",1.4491,2.1601,2.1431,10,"FBA","Right"
"2910",2.5913,2.804,3.4788,10,"FBA","Right"
"2911",1.4501,3.825,3.3611,10,"medial_obj","Left"
"2912",1.3402,2.8406,1.2782,10,"medial_obj","Left"
"2913",1.8466,2.0347,0.97949,10,"medial_obj","Left"
"2914",1.0371,1.7222,1.2476,10,"medial_obj","Left"
"2915",0.46963,1.2117,1.6197,10,"medial_obj","Left"
"2916",0.56768,1.8159,2.2977,10,"medial_obj","Left"
"2917",1.4373,3.6403,2.7351,10,"medial_obj","Left"
"2918",2.4056,2.8906,3.4657,10,"medial_obj","Left"
"2919",1.4762,2.0556,2.5807,10,"medial_obj","Left"
"2920",0.74881,1.0322,1.0971,10,"medial_obj","Left"
"2921",-0.77809,1.5497,1.6536,10,"medial_obj","Left"
"2922",0.72101,1.7429,2.5397,10,"medial_obj","Left"
"2923",1.3377,0.34081,0.26003,10,"medial_obj","Left"
"2924",1.4572,2.6039,2.2636,10,"medial_obj","Left"
"2925",1.6262,3.7148,3.3795,10,"medial_obj","Left"
"2926",0.22246,1.7789,1.2178,10,"medial_obj","Left"
"2927",1.4689,0.81177,1.851,10,"medial_obj","Left"
"2928",1.3178,0.91838,1.1583,10,"medial_obj","Left"
"2929",1.4681,4.9343,4.8676,10,"medial_obj","Left"
"2930",-0.19758,0.86633,1.3893,10,"medial_obj","Left"
"2931",1.0925,1.8448,2.5591,10,"medial_obj","Left"
"2932",0.52701,1.1968,0.68209,10,"medial_obj","Left"
"2933",1.0009,3.2797,2.3634,10,"medial_obj","Left"
"2934",1.1526,3.4839,2.4065,10,"medial_obj","Left"
"2935",-0.58976,1.9673,1.4755,10,"medial_obj","Left"
"2936",0.16578,4.2826,4.1095,10,"medial_obj","Left"
"2937",-0.0018958,3.8195,2.7703,10,"medial_obj","Left"
"2938",0.26588,2.9084,1.4789,10,"medial_obj","Left"
"2939",0.15672,-0.36287,-1.0812,10,"medial_obj","Left"
"2940",-0.15363,0.44558,-1.0722,10,"medial_obj","Left"
"2941",1.8166,4.1822,4.6521,10,"medial_obj","Right"
"2942",4.5585,7.7739,8.0134,10,"medial_obj","Right"
"2943",0.78293,3.1246,2.283,10,"medial_obj","Right"
"2944",-0.12279,3.077,1.9107,10,"medial_obj","Right"
"2945",-1.0122,2.9383,4.5234,10,"medial_obj","Right"
"2946",-0.31675,0.2899,0.67972,10,"medial_obj","Right"
"2947",0.64368,1.8943,0.88885,10,"medial_obj","Right"
"2948",1.6097,2.7902,3.0887,10,"medial_obj","Right"
"2949",1.038,1.9207,1.6969,10,"medial_obj","Right"
"2950",-0.52049,0.96482,0.77776,10,"medial_obj","Right"
"2951",2.1689,3.0973,3.498,10,"medial_obj","Right"
"2952",1.6328,1.119,1.4021,10,"medial_obj","Right"
"2953",0.91801,2.5203,2.1628,10,"medial_obj","Right"
"2954",-0.23741,0.77114,1.0586,10,"medial_obj","Right"
"2955",0.40859,1.0881,0.70741,10,"medial_obj","Right"
"2956",-0.20616,0.74044,0.80001,10,"medial_obj","Right"
"2957",-0.43061,2.0088,1.5088,10,"medial_obj","Right"
"2958",-0.44188,0.95763,1.1567,10,"medial_obj","Right"
"2959",1.9955,3.6783,3.3707,10,"medial_obj","Right"
"2960",-0.16844,0.080495,-0.42799,10,"medial_obj","Right"
"2961",1.6995,4.631,3.0085,10,"medial_obj","Right"
"2962",0.42906,0.70957,1.1626,10,"medial_obj","Right"
"2963",1.5386,2.8918,3.3823,10,"medial_obj","Right"
"2964",0.4361,1.2231,1.8471,10,"medial_obj","Right"
"2965",0.86111,1.3893,2.9262,10,"medial_obj","Right"
"2966",1.1683,3.4776,4.1195,10,"medial_obj","Right"
"2967",-0.31892,0.84656,2.1458,10,"medial_obj","Right"
