"","face_PSC","object_PSC","integratedFO_PSC","subj","ROI","hemi"
"1099",-0.045645,0.17111,0.45057,4,"medial_obj","Right"
"1100",-2.4824,4.417,2.4222,4,"medial_obj","Right"
"1101",-1.397,5.4585,5.2379,4,"medial_obj","Right"
"1102",-1.8848,0.90022,-1.2029,4,"medial_obj","Right"
"1103",0.097853,0.087523,-0.57484,4,"medial_obj","Right"
"1104",0.00090346,0.37978,-0.19378,4,"medial_obj","Right"
"1105",0.10425,4.5775,5.0113,4,"medial_obj","Right"
"1106",-1.5851,1.7366,1.3634,4,"medial_obj","Right"
"1107",-1.1145,-0.84544,-1.463,4,"medial_obj","Right"
"1108",-0.60905,0.8201,1.0153,4,"medial_obj","Right"
"1109",-0.022136,4.2458,4.1678,4,"medial_obj","Right"
"1110",0.21786,-0.11709,0.29473,4,"medial_obj","Right"
"1111",1.3274,1.3398,1.4438,4,"OFA","Left"
"1112",1.6775,0.92547,1.2474,4,"OFA","Left"
"1113",1.581,1.7818,2.1503,4,"OFA","Left"
"1114",-0.16674,-0.11084,-0.29718,4,"OFA","Left"
"1115",-0.19024,-0.20664,-0.45596,4,"OFA","Left"
"1116",0.85696,2.5599,1.1838,4,"OFA","Left"
"1117",1.6941,3.3455,3.16,4,"OFA","Left"
"1118",1.8571,2.838,2.4885,4,"OFA","Left"
"1119",0.97373,0.91865,1.0562,4,"OFA","Left"
"1120",1.1512,0.33923,1.3659,4,"OFA","Left"
"1121",1.9115,2.4698,2.2021,4,"OFA","Left"
"1122",1.2628,1.3641,1.2473,4,"OFA","Left"
"1123",0.77485,0.98147,0.27299,4,"OFA","Left"
"1124",1.9959,3.8903,2.7663,4,"OFA","Left"
"1125",1.9945,2.943,1.8361,4,"OFA","Left"
"1126",1.2127,1.0163,0.46118,4,"OFA","Left"
"1127",0.15498,0.3555,-0.48475,4,"OFA","Left"
"1128",1.5254,4.1765,3.0919,4,"OFA","Left"
"1129",4.2106,5.8264,5.0856,4,"OFA","Left"
"1130",3.9687,4.8212,3.3228,4,"OFA","Left"
"1131",0.90829,0.84443,0.52076,4,"OFA","Left"
"1132",0.27336,0.027382,-0.0023842,4,"OFA","Left"
"1133",0.1368,0.18011,0.45005,4,"OFA","Left"
"1134",1.4905,1.71,1.2607,4,"OFA","Left"
"1135",0.93475,1.2753,1.144,4,"OFA","Left"
"1136",0.29334,0.012054,0.055527,4,"OFA","Left"
"1137",0.39184,0.12262,-0.038911,4,"OFA","Left"
"1138",-0.41393,0.3195,-0.56482,4,"OFA","Left"
"1139",0.042811,-0.30943,-0.55021,4,"OFA","Left"
"1140",-0.14689,0.39122,0.3688,4,"OFA","Left"
"1141",4.2905,2.017,4.0278,4,"OFA","Right"
"1142",1.0358,-0.24282,-0.066146,4,"OFA","Right"
"1143",3.9439,0.66537,2.5697,4,"OFA","Right"
"1144",0.82575,0.55197,0.47884,4,"OFA","Right"
"1145",3.2954,2.0606,2.1851,4,"OFA","Right"
"1146",1.8167,0.98722,1.8893,4,"OFA","Right"
"1147",0.843,-0.41796,0.7759,4,"OFA","Right"
"1148",4.2272,2.6531,2.853,4,"OFA","Right"
"1149",4.5872,1.5684,2.74,4,"OFA","Right"
"1150",3.1659,1.6084,1.9099,4,"OFA","Right"
"1151",0.93531,0.61247,0.5756,4,"OFA","Right"
"1152",5.08,3.0205,3.8049,4,"OFA","Right"
"1153",1.3361,1.2002,0.50206,4,"OFA","Right"
"1154",2.7861,2.4311,2.4898,4,"OFA","Right"
"1155",7.3519,4.602,4.9076,4,"OFA","Right"
"1156",1.4704,0.26073,0.38209,4,"OFA","Right"
"1157",5.071,2.7816,3.5786,4,"OFA","Right"
"1158",13.369,11.2675,11.9731,4,"OFA","Right"
"1159",1.34,1.4179,1.2213,4,"OFA","Right"
"1160",5.6086,4.2833,5.0351,4,"OFA","Right"
"1161",2.1743,-0.73479,-0.5165,4,"OFA","Right"
"1162",1.6028,0.6349,-0.11527,4,"OFA","Right"
"1163",2.8344,2.0949,2.1351,4,"OFA","Right"
"1164",0.59638,0.39825,0.47971,4,"OFA","Right"
"1165",2.7194,1.2135,2.3363,4,"OFA","Right"
"1166",5.0349,3.6926,3.9281,4,"OFA","Right"
"1167",0.56257,0.54197,0.65536,4,"OFA","Right"
"1168",8.0044,5.1396,6.9033,4,"OFA","Right"
"1169",8.8566,8.7012,8.1888,4,"OFA","Right"
"1170",2.1433,1.2234,1.4525,4,"OFA","Right"
"1171",2.7949,0.93507,4.5668,4,"EBA","Left"
"1172",1.1395,0.15331,1.1829,4,"EBA","Left"
"1173",-0.26284,-1.4308,1.0255,4,"EBA","Left"
"1174",0.074785,-0.55704,-0.012667,4,"EBA","Left"
"1175",2.6753,1.1011,1.7561,4,"EBA","Left"
"1176",0.34139,0.60391,0.45142,4,"EBA","Left"
"1177",2.3752,2.8675,3.1529,4,"EBA","Left"
"1178",0.066524,0.3429,0.060002,4,"EBA","Left"
"1179",1.0232,1.0392,1.7346,4,"EBA","Left"
"1180",1.8113,0.67406,-0.32159,4,"EBA","Left"
"1181",5.9152,9.5325,10.8091,4,"EBA","Left"
"1182",1.4436,0.37264,2.1155,4,"EBA","Left"
"1183",2.4424,2.0855,3.3312,4,"EBA","Left"
"1184",-0.63382,-1.0647,-0.31001,4,"EBA","Left"
"1185",1.1988,-0.2859,0.47664,4,"EBA","Left"
"1186",0.17524,-0.33313,-1.051,4,"EBA","Left"
"1187",0.22446,-0.15598,0.87394,4,"EBA","Left"
"1188",2.3805,0.84384,2.8934,4,"EBA","Left"
"1189",-0.90995,-0.74747,-0.66078,4,"EBA","Left"
"1190",5.3601,3.8677,6.0791,4,"EBA","Left"
"1191",6.056,2.9779,6.1503,4,"EBA","Left"
"1192",3.655,3.0879,4.9363,4,"EBA","Left"
"1193",2.1622,1.2859,2.2501,4,"EBA","Left"
"1194",7.2238,6.6234,6.7658,4,"EBA","Left"
"1195",2.6433,2.796,3.0324,4,"EBA","Left"
"1196",3.2104,1.5984,3.9057,4,"EBA","Left"
"1197",1.4368,1.8459,1.4497,4,"EBA","Left"
"1198",10.7932,7.5579,11.2963,4,"EBA","Left"
"1199",6.3335,4.022,4.4067,4,"EBA","Left"
"1200",9.219,8.6993,7.1166,4,"EBA","Left"
"1201",5.4734,3.4039,5.0604,4,"EBA","Right"
"1202",3.0468,1.4998,3.6523,4,"EBA","Right"
"1203",2.3713,1.1082,1.7167,4,"EBA","Right"
"1204",0.87961,-0.063523,-0.014294,4,"EBA","Right"
"1205",2.4263,3.0595,2.8004,4,"EBA","Right"
"1206",5.2825,4.2445,4.4042,4,"EBA","Right"
"1207",1.5501,0.99664,0.83764,4,"EBA","Right"
"1208",1.5474,1.4343,1.7241,4,"EBA","Right"
"1209",0.036593,0.15947,0.36307,4,"EBA","Right"
"1210",7.3893,6.4888,7.3658,4,"EBA","Right"
"1211",1.5854,1.3255,1.8155,4,"EBA","Right"
"1212",-0.91211,-1.1429,0.46955,4,"EBA","Right"
"1213",0.012394,0.096239,1.0566,4,"EBA","Right"
"1214",5.8984,5.5507,6.1763,4,"EBA","Right"
"1215",7.0811,5.0758,6.3899,4,"EBA","Right"
"1216",3.6695,1.9834,3.1236,4,"EBA","Right"
"1217",7.9944,5.7295,7.7342,4,"EBA","Right"
"1218",7.4455,5.886,6.6634,4,"EBA","Right"
"1219",0.93574,-0.16172,0.86891,4,"EBA","Right"
"1220",-0.28713,-0.71867,0.033292,4,"EBA","Right"
"1221",1.8946,1.4144,2.2531,4,"EBA","Right"
"1222",2.314,1.9231,1.1548,4,"EBA","Right"
"1223",3.1344,2.1635,2.1693,4,"EBA","Right"
"1224",5.2471,5.4981,4.5029,4,"EBA","Right"
"1225",3.0734,3.1054,2.1167,4,"EBA","Right"
"1226",0.82318,0.42279,0.81556,4,"EBA","Right"
"1227",0.3603,0.041701,0.18823,4,"EBA","Right"
"1228",-0.32418,-0.81826,-0.4382,4,"EBA","Right"
"1229",1.5707,0.76021,1.7447,4,"EBA","Right"
"1230",1.4697,-0.44305,1.4628,4,"EBA","Right"
"1231",1.16,2.4193,2.479,4,"LO","Left"
"1232",1.4796,3.7904,2.8658,4,"LO","Left"
"1233",0.34985,0.87985,1.223,4,"LO","Left"
"1234",2.6296,5.2798,4.0525,4,"LO","Left"
"1235",1.6546,3.9044,3.6356,4,"LO","Left"
"1236",7.0192,12.8821,11.4502,4,"LO","Left"
"1237",0.73628,2.514,2.0602,4,"LO","Left"
"1238",1.2646,2.1863,1.8053,4,"LO","Left"
"1239",1.0005,1.0844,1.1498,4,"LO","Left"
"1240",3.0706,3.5011,3.7191,4,"LO","Left"
"1241",-0.245,0.35723,-0.063508,4,"LO","Left"
"1242",1.5687,3.8607,3.1457,4,"LO","Left"
"1243",3.064,3.5811,3.1424,4,"LO","Left"
"1244",1.5609,3.5378,3.0616,4,"LO","Left"
"1245",0.87149,2.7561,2.7133,4,"LO","Left"
"1246",0.83123,0.75146,0.32371,4,"LO","Left"
"1247",0.050589,1.4778,1.8077,4,"LO","Left"
"1248",0.1449,0.24526,-0.064464,4,"LO","Left"
"1249",0.63576,1.6684,2.3542,4,"LO","Left"
"1250",0.42034,1.31,1.5535,4,"LO","Left"
"1251",0.94593,1.5065,1.373,4,"LO","Left"
"1252",0.071541,0.50331,0.91508,4,"LO","Left"
"1253",0.048173,0.45505,0.63169,4,"LO","Left"
"1254",-0.24108,-0.28975,1.027,4,"LO","Left"
"1255",1.3604,1.8557,2.5571,4,"LO","Left"
"1256",-0.22697,0.85044,1.8202,4,"LO","Left"
"1257",0.36214,1.1652,1.3921,4,"LO","Left"
"1258",1.2473,2.534,2.8744,4,"LO","Left"
"1259",1.2169,1.5049,2.0698,4,"LO","Left"
"1260",0.2529,1.5018,0.96075,4,"LO","Left"
"1261",0.10235,1.1056,-0.14953,5,"FFA","Left"
"1262",0.58435,0.4681,2.0446,5,"FFA","Left"
"1263",2.3149,4.4055,6.186,5,"FFA","Left"
"1264",0.39829,0.67958,1.0694,5,"FFA","Left"
"1265",2.6599,2.0936,5.5373,5,"FFA","Left"
"1266",4.45,1.4548,3.1521,5,"FFA","Left"
"1267",0.19816,0.35521,0.45359,5,"FFA","Left"
"1268",2.9457,-2.1496,-1.3556,5,"FFA","Left"
"1269",-0.26048,-0.084994,-1.8018,5,"FFA","Left"
"1270",2.6424,-2.1995,-0.72304,5,"FFA","Left"
"1271",4.9465,1.5151,2.033,5,"FFA","Left"
"1272",2.4983,1.8695,2.5941,5,"FFA","Left"
"1273",1.0586,1.0295,0.86526,5,"FFA","Left"
"1274",1.5898,1.6869,2.0804,5,"FFA","Left"
"1275",1.4817,0.32559,0.7558,5,"FFA","Left"
"1276",1.4938,1.0035,1.0281,5,"FFA","Left"
"1277",0.71379,-0.84889,-0.34551,5,"FFA","Left"
"1278",1.6525,-0.54876,0.85569,5,"FFA","Left"
"1279",2.1439,0.45593,1.0751,5,"FFA","Left"
"1280",1.2284,0.52677,0.95121,5,"FFA","Left"
"1281",0.70025,-0.46974,0.38865,5,"FFA","Left"
"1282",-0.14792,-0.48929,-0.23063,5,"FFA","Left"
"1283",0.56904,-0.2808,0.88678,5,"FFA","Left"
"1284",1.3302,0.81825,2.0632,5,"FFA","Left"
"1285",1.3109,0.92421,0.65061,5,"FFA","Left"
"1286",0.57973,-0.44585,0.87311,5,"FFA","Left"
"1287",1.437,0.88935,1.0843,5,"FFA","Left"
"1288",1.0782,-0.19925,0.46571,5,"FFA","Left"
"1289",0.14119,-0.041392,0.74334,5,"FFA","Left"
"1290",0.92599,1.3498,1.3071,5,"FFA","Left"
"1291",-0.032926,-1.7158,-0.89867,5,"FFA","Right"
"1292",0.73264,-0.27199,0.41859,5,"FFA","Right"
"1293",2.2758,-0.58549,1.0319,5,"FFA","Right"
"1294",2.101,0.26005,1.5983,5,"FFA","Right"
"1295",1.3792,-0.084657,1.2386,5,"FFA","Right"
"1296",4.1987,4.7195,5.9108,5,"FFA","Right"
"1297",2.3846,-1.368,0.91111,5,"FFA","Right"
"1298",1.4382,0.31718,1.0936,5,"FFA","Right"
"1299",0.87422,0.6957,0.63815,5,"FFA","Right"
"1300",1.8823,0.26597,1.0549,5,"FFA","Right"
"1301",2.1402,0.19976,0.92006,5,"FFA","Right"
"1302",0.39796,-0.98781,0.22138,5,"FFA","Right"
"1303",1.4717,0.89155,1.2406,5,"FFA","Right"
"1304",1.8412,0.66361,1.9051,5,"FFA","Right"
"1305",1.9721,1.0658,1.7893,5,"FFA","Right"
"1306",2.3015,1.2744,2.1247,5,"FFA","Right"
"1307",1.2736,1.6147,1.3274,5,"FFA","Right"
"1308",1.3285,0.75623,0.45849,5,"FFA","Right"
"1309",3.965,1.363,3.0611,5,"FFA","Right"
"1310",0.80232,-0.92811,-0.7866,5,"FFA","Right"
"1311",0.92218,0.19393,0.39866,5,"FFA","Right"
"1312",1.5682,0.42853,1.6063,5,"FFA","Right"
"1313",2.0598,0.63117,1.8699,5,"FFA","Right"
"1314",-0.29172,0.97258,0.71803,5,"FFA","Right"
"1315",1.0691,0.67099,0.89504,5,"FFA","Right"
"1316",1.5343,1.0743,1.2811,5,"FFA","Right"
"1317",0.82709,0.33125,0.9859,5,"FFA","Right"
"1318",2.9355,2.5144,2.8106,5,"FFA","Right"
"1319",1.7966,1.4559,2.1119,5,"FFA","Right"
"1320",-0.39323,-0.55749,-0.10388,5,"FFA","Right"
"1321",0.90004,1.7324,1.3912,5,"FBA","Left"
"1322",1.8725,0.46228,1.8057,5,"FBA","Left"
"1323",1.8982,1.7113,2.3517,5,"FBA","Left"
"1324",1.3395,1.6749,1.7099,5,"FBA","Left"
"1325",1.0997,0.22562,1.355,5,"FBA","Left"
"1326",1.4242,0.52941,1.7182,5,"FBA","Left"
"1327",1.3254,1.345,1.8766,5,"FBA","Left"
"1328",0.2156,0.74011,0.96763,5,"FBA","Left"
"1329",0.43591,-0.27434,0.61441,5,"FBA","Left"
"1330",0.027816,0.023065,0.54072,5,"FBA","Left"
"1331",0.34223,-0.33583,0.32722,5,"FBA","Left"
"1332",0.12863,0.78079,0.62297,5,"FBA","Left"
"1333",1.6071,1.3413,1.1776,5,"FBA","Left"
"1334",0.11294,0.58137,-0.42237,5,"FBA","Left"
"1335",0.60786,1.7037,1.6173,5,"FBA","Left"
"1336",2.0465,3.2745,2.4087,5,"FBA","Left"
"1337",0.60821,0.057254,1.4443,5,"FBA","Left"
"1338",0.1079,0.058466,0.87069,5,"FBA","Left"
"1339",2.1106,2.3842,2.6475,5,"FBA","Left"
"1340",3.8814,4.7324,4.9023,5,"FBA","Left"
"1341",0.72085,1.9352,2.6365,5,"FBA","Left"
"1342",0.27111,0.026445,-0.037935,5,"FBA","Left"
"1343",1.6118,1.4912,1.6915,5,"FBA","Left"
"1344",1.4579,1.33,1.6137,5,"FBA","Left"
"1345",-0.25996,-0.087586,0.78817,5,"FBA","Left"
"1346",0.77289,1.6618,1.5394,5,"FBA","Left"
"1347",1.1066,1.7109,1.7738,5,"FBA","Left"
"1348",0.46624,0.29026,0.36213,5,"FBA","Left"
"1349",0.99161,0.78122,0.8698,5,"FBA","Left"
"1350",-0.87354,0.034515,0.43798,5,"FBA","Left"
"1351",0.046782,0.16393,-0.53636,5,"FBA","Right"
"1352",0.4815,1.946,0.50712,5,"FBA","Right"
"1353",0.84418,0.49063,-1.26,5,"FBA","Right"
"1354",0.2398,0.75286,1.1402,5,"FBA","Right"
"1355",-0.61306,-0.017223,-1.2812,5,"FBA","Right"
"1356",1.6434,-0.058676,0.33356,5,"FBA","Right"
"1357",0.41372,0.42151,0.083549,5,"FBA","Right"
"1358",-0.54332,-0.81361,-0.34355,5,"FBA","Right"
"1359",0.33365,0.31184,-0.94101,5,"FBA","Right"
"1360",0.59601,0.045558,-0.13477,5,"FBA","Right"
"1361",1.0424,1.3466,0.27156,5,"FBA","Right"
"1362",0.34,0.39613,0.77636,5,"FBA","Right"
"1363",-0.002302,1.1573,0.51109,5,"FBA","Right"
"1364",0.73399,-0.61442,0.33167,5,"FBA","Right"
"1365",0.036611,0.85287,0.89117,5,"FBA","Right"
"1366",-1.4514,-0.031656,0.29538,5,"FBA","Right"
"1367",0.17679,1.1632,1.7958,5,"FBA","Right"
"1368",0.95864,0.74034,1.5073,5,"FBA","Right"
"1369",-2.4413,-0.78747,-1.5232,5,"FBA","Right"
"1370",0.79418,-2.7599,-1.1719,5,"FBA","Right"
"1371",-0.58824,-0.54411,0.012184,5,"FBA","Right"
"1372",-0.7091,1.1207,0.42298,5,"FBA","Right"
"1373",2.0535,0.5906,0.3626,5,"FBA","Right"
"1374",0.38908,0.55235,0.29523,5,"FBA","Right"
"1375",0.94493,1.7592,1.6391,5,"FBA","Right"
"1376",-0.24645,-0.87798,-0.59834,5,"FBA","Right"
"1377",0.465,0.11143,0.59984,5,"FBA","Right"
"1378",-0.5839,-0.13337,-0.34875,5,"FBA","Right"
"1379",-1.1685,-0.76334,-0.69331,5,"FBA","Right"
"1380",0.43049,0.20312,0.46642,5,"FBA","Right"
"1381",-2.3265,1.4196,-0.81099,5,"medial_obj","Left"
"1382",0.87269,0.85932,1.7519,5,"medial_obj","Left"
"1383",1.4295,3.6846,2.8949,5,"medial_obj","Left"
"1384",2.7725,5.7653,5.5073,5,"medial_obj","Left"
"1385",-0.4538,3.525,2.5031,5,"medial_obj","Left"
"1386",5.5972,5.3909,7.0248,5,"medial_obj","Left"
"1387",1.3202,3.7527,3.4863,5,"medial_obj","Left"
"1388",3.7801,4.7409,5.7128,5,"medial_obj","Left"
"1389",0.96006,0.65683,1.3524,5,"medial_obj","Left"
"1390",-0.095404,1.6271,0.35943,5,"medial_obj","Left"
"1391",-0.15758,1.2384,1.8461,5,"medial_obj","Left"
"1392",1.1446,-1.0465,0.74698,5,"medial_obj","Left"
"1393",0.43965,-0.97279,-0.7357,5,"medial_obj","Left"
"1394",-1.3931,1.7813,0.79758,5,"medial_obj","Left"
"1395",-1.3354,0.233,0.29801,5,"medial_obj","Left"
"1396",-0.31752,3.4711,3.558,5,"medial_obj","Left"
"1397",-0.57167,3.3521,1.9642,5,"medial_obj","Left"
"1398",-0.081636,3.4899,2.5808,5,"medial_obj","Left"
"1399",-0.73589,2.9156,2.3114,5,"medial_obj","Left"
"1400",-0.15809,3.8695,3.8221,5,"medial_obj","Left"
"1401",-0.9503,6.3112,5.6571,5,"medial_obj","Left"
"1402",-0.99447,6.265,6.7553,5,"medial_obj","Left"
"1403",-0.5826,0.94772,1.137,5,"medial_obj","Left"
"1404",-2.0961,2.6839,3.3114,5,"medial_obj","Left"
"1405",-0.57065,-0.3351,0.085452,5,"medial_obj","Left"
"1406",-0.42042,0.73825,1.7148,5,"medial_obj","Left"
"1407",-1.8072,2.2521,2.4871,5,"medial_obj","Left"
"1408",-0.79299,-1.5628,-1.918,5,"medial_obj","Left"
"1409",-2.6998,-0.012292,-0.094271,5,"medial_obj","Left"
"1410",-2.0302,1.5311,1.0749,5,"medial_obj","Left"
"1411",-0.62189,-1.2414,-0.42986,5,"medial_obj","Right"
"1412",-0.37557,1.2583,1.355,5,"medial_obj","Right"
"1413",1.3257,1.5679,2.661,5,"medial_obj","Right"
"1414",0.42538,-0.63258,1.577,5,"medial_obj","Right"
"1415",1.1784,5.9813,6.1771,5,"medial_obj","Right"
"1416",-0.14686,1.4139,0.8601,5,"medial_obj","Right"
"1417",0.73796,1.4784,1.2499,5,"medial_obj","Right"
"1418",-0.15318,1.7398,1.375,5,"medial_obj","Right"
"1419",-0.35664,2.4675,1.5121,5,"medial_obj","Right"
"1420",0.20259,7.4372,4.9132,5,"medial_obj","Right"
"1421",0.81673,5.2307,4.4284,5,"medial_obj","Right"
"1422",-0.71239,7.2209,4.4366,5,"medial_obj","Right"
"1423",1.8093,5.7762,5.2329,5,"medial_obj","Right"
"1424",0.51937,7.4448,7.5067,5,"medial_obj","Right"
"1425",0.93761,11.0944,9.9976,5,"medial_obj","Right"
"1426",1.6637,4.6312,5.6883,5,"medial_obj","Right"
"1427",-0.3099,0.39311,1.2543,5,"medial_obj","Right"
"1428",-0.044283,2.0144,2.2378,5,"medial_obj","Right"
"1429",-0.020094,1.1215,1.7441,5,"medial_obj","Right"
"1430",0.93395,4.7049,3.6437,5,"medial_obj","Right"
"1431",0.95757,5.6952,4.3823,5,"medial_obj","Right"
"1432",-0.61005,2.2329,2.4279,5,"medial_obj","Right"
"1433",-1.9487,3.4683,1.8621,5,"medial_obj","Right"
"1434",-1.0096,6.6275,5.1777,5,"medial_obj","Right"
"1435",0.09732,1.8668,3.0944,5,"medial_obj","Right"
"1436",-0.32114,6.6927,6.8854,5,"medial_obj","Right"
"1437",0.4368,0.28124,0.46307,5,"medial_obj","Right"
"1438",-0.5065,0.087596,0.24995,5,"medial_obj","Right"
"1439",-0.24699,0.45268,-0.011351,5,"medial_obj","Right"
"1440",-0.97708,2.6063,1.4851,5,"medial_obj","Right"
"1441",1.4698,1.1666,1.4411,5,"EBA","Left"
"1442",4.2348,1.9483,2.6291,5,"EBA","Left"
"1443",3.5299,2.4654,2.6808,5,"EBA","Left"
"1444",6.9126,4.2628,5.1504,5,"EBA","Left"
"1445",2.3339,2.6709,2.9204,5,"EBA","Left"
"1446",2.9528,2.0845,2.6607,5,"EBA","Left"
"1447",1.0655,-0.93153,0.16203,5,"EBA","Left"
"1448",0.25829,0.14211,0.13927,5,"EBA","Left"
"1449",0.99946,0.21253,0.50736,5,"EBA","Left"
"1450",0.33,0.43791,0.46345,5,"EBA","Left"
"1451",-0.024875,0.84217,0.67312,5,"EBA","Left"
"1452",-0.72917,-0.37197,-0.28535,5,"EBA","Left"
"1453",1.002,0.83752,0.92614,5,"EBA","Left"
"1454",0.4736,1.339,0.33429,5,"EBA","Left"
"1455",1.3001,1.1866,1.6961,5,"EBA","Left"
"1456",1.3175,0.41524,1.0987,5,"EBA","Left"
"1457",1.5894,2.4666,2.4673,5,"EBA","Left"
"1458",1.1016,0.50727,0.73347,5,"EBA","Left"
"1459",0.20491,-0.33827,-0.29512,5,"EBA","Left"
"1460",0.18934,0.63662,0.42861,5,"EBA","Left"
"1461",1.3788,1.225,1.3835,5,"EBA","Left"
"1462",1.1212,0.40799,0.53446,5,"EBA","Left"
"1463",0.38638,0.66151,0.06907,5,"EBA","Left"
"1464",0.12789,0.20979,-0.31172,5,"EBA","Left"
"1465",0.26772,1.1979,0.39389,5,"EBA","Left"
"1466",-0.33783,0.48809,-0.27165,5,"EBA","Left"
"1467",0.35816,0.77873,0.88041,5,"EBA","Left"
"1468",0.24652,0.88983,0.97345,5,"EBA","Left"
"1469",1.415,0.83401,1.7712,5,"EBA","Left"
"1470",0.22233,-0.50435,-0.59257,5,"EBA","Left"
"1471",6.7067,8.3075,9.3562,5,"EBA","Right"
"1472",-1.2785,-1.9048,-0.79911,5,"EBA","Right"
"1473",3.9811,0.4796,2.5451,5,"EBA","Right"
"1474",-0.059991,0.10454,0.42106,5,"EBA","Right"
"1475",0.15356,-1.2857,-0.63667,5,"EBA","Right"
"1476",1.1258,1.6911,1.4642,5,"EBA","Right"
"1477",2.107,0.63392,1.8698,5,"EBA","Right"
"1478",0.93226,0.92061,1.059,5,"EBA","Right"
"1479",1.7439,0.26192,2.4321,5,"EBA","Right"
"1480",1.0863,1.5042,1.7875,5,"EBA","Right"
"1481",-0.023945,-0.72728,0.2651,5,"EBA","Right"
"1482",-0.18402,-0.29484,-0.16066,5,"EBA","Right"
"1483",1.6402,2.2893,2.0674,5,"EBA","Right"
"1484",1.8966,4.399,4.0485,5,"EBA","Right"
"1485",-0.70011,-0.80564,-0.97914,5,"EBA","Right"
"1486",3.3059,2.7615,3.2116,5,"EBA","Right"
"1487",3.4973,2.9956,3.3255,5,"EBA","Right"
"1488",2.5078,2.3996,2.8393,5,"EBA","Right"
"1489",3.7418,4.0528,4.5037,5,"EBA","Right"
"1490",0.32754,-0.10019,0.36689,5,"EBA","Right"
"1491",2.0623,3.167,3.0167,5,"EBA","Right"
"1492",0.52992,0.36197,0.50353,5,"EBA","Right"
"1493",2.0457,2.9244,1.9981,5,"EBA","Right"
"1494",2.4639,4.4577,3.67,5,"EBA","Right"
"1495",0.50604,0.99305,0.32591,5,"EBA","Right"
"1496",2.0485,2.4162,2.688,5,"EBA","Right"
"1497",1.9744,3.9235,2.8312,5,"EBA","Right"
"1498",3.1437,4.4064,4.4367,5,"EBA","Right"
"1499",-0.11657,0.35262,0.054265,5,"EBA","Right"
"1500",0.37128,0.38843,0.48074,5,"EBA","Right"
"1501",0.28718,0.40861,0.61902,5,"LO","Left"
"1502",1.3812,1.8102,1.9284,5,"LO","Left"
"1503",0.4377,0.35585,0.7602,5,"LO","Left"
"1504",0.011789,-0.2239,-0.58922,5,"LO","Left"
"1505",-0.21006,-0.097433,0.362,5,"LO","Left"
"1506",0.64556,0.42531,-0.080515,5,"LO","Left"
"1507",0.32135,0.70243,0.68758,5,"LO","Left"
"1508",-0.6553,-0.41168,-0.84907,5,"LO","Left"
"1509",0.031898,0.19706,0.65253,5,"LO","Left"
"1510",0.21173,0.61774,0.46945,5,"LO","Left"
"1511",0.2111,-0.30499,-0.045583,5,"LO","Left"
"1512",0.96479,2.5916,1.8716,5,"LO","Left"
"1513",0.65291,1.2152,0.62541,5,"LO","Left"
"1514",0.94299,0.74965,1.2048,5,"LO","Left"
"1515",1.7844,3.2864,2.9452,5,"LO","Left"
"1516",0.46765,0.50993,-0.29923,5,"LO","Left"
"1517",0.82399,1.8997,1.0773,5,"LO","Left"
"1518",2.2657,4.9757,4.0643,5,"LO","Left"
"1519",1.112,2.6822,1.766,5,"LO","Left"
"1520",0.97008,4.0562,2.8688,5,"LO","Left"
"1521",0.52834,0.92871,0.50275,5,"LO","Left"
"1522",0.50467,2.9165,2.2132,5,"LO","Left"
"1523",0.0067301,1.3942,1.297,5,"LO","Left"
"1524",-0.33733,-0.11137,0.479,5,"LO","Left"
"1525",0.98208,1.9911,2.5269,5,"LO","Left"
"1526",1.0098,3.5183,3.3317,5,"LO","Left"
"1527",0.77746,2.1706,1.6339,5,"LO","Left"
"1528",1.0774,2.1911,2.3195,5,"LO","Left"
"1529",0.6693,1.8007,1.5615,5,"LO","Left"
"1530",0.35509,3.0677,1.6762,5,"LO","Left"
"1531",-0.061419,0.63374,0.23023,5,"LO","Right"
"1532",0.39254,0.70142,0.52279,5,"LO","Right"
"1533",0.46874,0.91415,1.2609,5,"LO","Right"
"1534",0.3739,0.45586,0.85143,5,"LO","Right"
"1535",0.072041,1.0628,0.51752,5,"LO","Right"
"1536",1.1075,2.6052,2.2854,5,"LO","Right"
"1537",0.81413,2.7301,1.5985,5,"LO","Right"
"1538",0.14166,-0.6043,-0.55491,5,"LO","Right"
"1539",0.22959,0.94135,0.43367,5,"LO","Right"
"1540",-0.38252,0.78467,0.25163,5,"LO","Right"
"1541",0.16548,0.75931,0.24231,5,"LO","Right"
"1542",-0.64902,3.8451,3.2051,5,"LO","Right"
"1543",-0.8896,1.9663,1.3142,5,"LO","Right"
"1544",-0.95216,4.501,4.2057,5,"LO","Right"
"1545",-0.48114,2.3829,1.8268,5,"LO","Right"
"1546",0.26692,0.66902,0.95816,5,"LO","Right"
"1547",0.22276,0.45142,0.26783,5,"LO","Right"
"1548",0.7029,2.7993,1.9445,5,"LO","Right"
"1549",1.6031,4.4964,3.5184,5,"LO","Right"
"1550",1.0468,3.5994,2.5237,5,"LO","Right"
"1551",0.88779,2.2062,1.6409,5,"LO","Right"
"1552",-0.61194,0.36757,1.2789,5,"LO","Right"
"1553",-1.4737,-1.1208,-1.5537,5,"LO","Right"
"1554",-0.34019,0.080573,0.089635,5,"LO","Right"
"1555",-0.11031,2.0936,0.91743,5,"LO","Right"
