subj,Wf,Wb,sum,diff,Rsq,face_object_t_s,body_object_t_s,faceBody_object_t_s,face_body_s,face_object_t_us,body_object_t_us,face_PSC,body_PSC,person_PSC,X,Y,Z,voxel_num
1,0.930892327428938,0.0409662435275768,0.971858570956515,0.915695051210471,0.980353749677553,4.4517183303833,3.7145688533783,4.70466041564941,0.941972494125366,4.40829133987427,2.22775650024414,4.73861641960106,3.48719243514207,4.25035442020238,44.8817465305328,-70.0629706382751,-18.2556385993958,19
1,0.660808301990249,0.422186958944235,1.08299526093448,0.220334614243939,0.972219519860629,6.98958253860474,1.23217844963074,4.80498218536377,6.02391481399536,3.72281432151794,-0.216058388352394,1.5025337305747,0.115622476995564,0.894131590857378,44.6741077899933,-54.0766749382019,-18.8843083381653,25
1,1.06373982812444,-0.0216046051555386,1.0421352229689,1.04146219162229,0.984886562633059,5.58624839782715,4.95419073104858,6.06807374954224,0.892588019371033,0,0,15.7111480129863,14.1983085942072,16.3742945824823,48.6216869354248,-50.0267653465271,-19.0061786174774,22
1,1.03282760222858,0.00408725824829281,1.03691486047687,0.99211650174169,0.981555132736236,8.90909671783447,3.84274339675903,7.39980125427246,5.43326044082642,4.23728370666504,2.47257280349731,5.32830610516296,3.89346917884124,4.92287279870328,44.6221981048584,-50.0801010131836,-19.0414757728577,26
1,0.592815561827328,0.713629924553636,1.30644548638096,-0.0924756248812033,0.893444333875219,4.70630025863647,4.54882335662842,5.32270574569702,0.381458312273026,2.75609803199768,0.605481445789337,3.10015493883036,2.20091601778091,3.72132408994301,52.5692660808563,-45.9768557548523,-19.1280488967896,20
1,0.521524749795974,0.621695489526002,1.14322023932198,-0.0876215590702255,0.958194003287509,7.19640588760376,7.15806865692139,8.25258255004883,0.38325223326683,-0.127040311694145,-1.68321919441223,0.462580463015309,0.71578882061691,0.904218295778789,48.5697772502899,-46.0301914215088,-19.1633460521698,27
1,0.779918568591802,0.329687040549581,1.10960560914138,0.405758157973455,0.983174167027934,8.7483606338501,4.63274049758911,7.74858951568604,4.48619651794434,7.56000995635986,3.71406364440918,8.74531238373652,7.96996313113005,9.89487474362815,44.5702884197235,-46.0835270881653,-19.19864320755,26
1,0.787755185603802,0.563538505678909,1.35129369128271,0.165927423010504,0.904454145058897,7.43302869796753,5.30188751220703,7.35006237030029,2.46235346794128,1.12088680267334,0.617409586906433,1.02664123457212,0.409275121742975,1.33310507345602,52.5173563957214,-41.980281829834,-19.2852163314819,23
1,0.362221829379623,0.825244766527331,1.18746659590695,-0.389925020833166,0.864977911111402,6.85609436035156,5.71624374389648,7.24308729171753,1.45524430274963,1.97629237174988,1.29814672470093,1.65466100755221,1.67172736643885,1.55912721490568,48.517867565155,-42.0336174964905,-19.3205134868622,26
1,0.872324402728174,0.22047126220092,1.09279566492909,0.5965004816976,0.701600621552255,6.40028524398804,3.49329042434692,5.72721576690674,3.17935371398926,3.60967588424683,-0.266938388347626,1.19982246303155,0.680378189464601,1.72678743258656,44.5183787345886,-42.086953163147,-19.3558106422424,26
1,0.643193585024338,0.499491648267841,1.14268523329218,0.125758111306364,0.770498970766029,4.34047317504883,2.90366530418396,4.18407487869263,1.62791442871094,1.68077576160431,0.903831124305725,0.411958880351511,-0.432257457485259,0.600872891431665,48.4659578800201,-38.0370435714722,-19.4776809215546,19
1,0.810558327815689,0.207457642554254,1.01801597036994,0.592427528462319,0.72743981191818,5.45334196090698,3.63850474357605,5.2514328956604,2.0548267364502,1.73171198368073,0.728424489498138,1.45995232815896,1.1864486058708,1.76875352827874,44.4664690494537,-38.0903792381287,-19.5129780769348,25
1,0.701554919386567,0.380626956502122,1.08218187588869,0.296556401502195,0.979407200193908,6.90829515457153,-0.45144310593605,3.81221771240234,7.60316133499146,3.02837872505188,-1.85437035560608,0.76669636632444,0.0180072531904221,0.926340097522672,40.9487144947052,-77.952764749527,-13.9798457622528,26
1,0.496450510367201,0.513811674966091,1.01026218533329,-0.0171848108846743,0.976282441140408,5.88697528839111,3.14654660224915,5.23052024841309,2.99014639854431,1.40832650661469,3.52000403404236,2.9927621033731,2.42689740339257,3.02492554862458,44.8962936401367,-73.9028551578522,-14.1017160415649,25
1,0.598907478196446,0.387391708633978,0.986299186830424,0.214453963246382,0.92357846810635,6.80894422531128,0.0975740030407906,4.06188249588013,6.95778942108154,0.908038139343262,-0.185938507318497,1.23252432199712,0.372502662350299,0.987502737948425,48.8438727855682,-69.8529455661774,-14.2235863208771,20
1,0.695265705648341,0.30603986925489,1.00130557490323,0.38871833549021,0.926650650022552,6.3172550201416,2.01190638542175,4.84693098068237,4.55697917938232,0.877319693565369,0.625763118267059,1.09705155501383,0.354881079168409,1.14312894774515,44.8443839550018,-69.9062812328339,-14.2588834762573,27
1,0.950899605078256,-0.00184767071800187,0.949051934360255,1.00389371888114,0.887425198606852,7.1645336151123,4.16636085510254,6.55474090576172,3.30611777305603,3.6512234210968,1.57074522972107,2.41852281347451,1.41587015696541,1.81582957339619,44.6367452144623,-53.9199855327606,-14.8875532150269,27
1,1.02153979592717,0.113788280687059,1.13532807661423,0.799549957354356,0.887687671673875,3.07849740982056,6.81916761398315,5.63895225524902,-3.54813504219055,0.109456054866314,2.31054830551147,1.3543528826561,0.935263447979495,1.23705690714406,48.5843243598938,-49.8700759410858,-15.009423494339,27
1,0.992188591732906,0.020892300657187,1.01308089239009,0.958754921124024,0.844052853475551,8.08781814575195,4.57468366622925,7.32727098464966,3.85922408103943,4.14896631240845,0.551785469055176,1.35825628151456,0.141607379425174,1.22805866501831,44.5848355293274,-49.9234116077423,-15.0447206497192,27
1,0.404297550540562,0.739264233528004,1.14356178406857,-0.292915247478538,0.932617343876989,4.02104806900024,6.32720470428467,5.91753911972046,-2.08556294441223,2.26489210128784,6.00774526596069,1.1694898592402,1.4418980938302,1.90110802072055,52.5319035053253,-45.820166349411,-15.1312937736511,27
1,0.454748971703798,0.623001817556467,1.07775078926027,-0.156114797158397,0.876586439985321,4.43928050994873,7.79502105712891,6.98747825622559,-3.10250759124756,-0.0279084425419569,1.1795175075531,0.996898665408798,1.4324438527101,0.948901025003817,48.5324146747589,-45.8735020160675,-15.1665909290314,27
1,0.556680574186853,0.60555550066819,1.16223607485504,-0.0420524947889209,0.923524377307878,7.60804033279419,4.87497043609619,7.21345233917236,3.06547379493713,6.84221887588501,4.58988571166992,3.81245942832843,2.05765318857111,4.12034025590976,44.5329258441925,-45.926837682724,-15.2018880844116,27
1,0.0425034934579034,0.830276342653311,0.872779836111215,-0.902602026996216,0.639469004432609,4.80282497406006,3.40981841087341,4.7402491569519,1.60682725906372,2.11583399772644,1.39398801326752,-0.092569104213689,-0.258893215245609,-0.110942509007992,56.4794826507568,-41.7702567577362,-15.2531640529633,22
1,0.70870088236625,0.663998814820223,1.37269969718647,0.0325650742384873,0.815669808572545,7.02825593948364,5.72885990142822,7.35148668289185,1.62114155292511,5.33438348770142,1.12293875217438,1.37467093590248,0.839894068324779,1.37270402606021,52.4799938201904,-41.8235924243927,-15.2884612083435,26
1,0.350736090169529,0.690717156708469,1.041453246878,-0.326448707667016,0.656217738628815,4.91720676422119,4.72082281112671,5.54336023330688,0.430021315813065,-0.164743646979332,-0.267425298690796,-0.154717129689643,0.211275534454356,0.379357711939909,48.480504989624,-41.8769280910492,-15.3237583637238,27
