"","subj","voxel_ind","Wf_FO","Wo_FO","sum_FO","diff_FO","Rsq_FO","face_others_t_loc","body_others_t_loc","object_others_t_loc","face_body_t_loc","face_object_t_loc","face_PSC_FO","object_PSC_FO","combined_PSC_FO","X","Y","Z","voxel_num"
"1443",12,161833,0.46046193370112,0.542481461553076,1.0029433952542,-0.082019527851956,0.905684284676296,6.87845945358276,-0.973175942897797,0.0192456841468811,4.8435754776001,4.00519895553589,1.16643318561756,2.06550351718328,1.57810951466942,40.3882534503937,-71.3257775306702,-5.10071277618408,26
"1444",12,161835,0.45632906412742,0.770049270897105,1.22637833502452,-0.313720206769685,0.832831718844522,8.16805362701416,-1.35576391220093,-0.677395701408386,5.86935806274414,5.19188356399536,2.88933539825746,1.5469730602814,2.84183795777597,36.3892295360565,-71.4079322814941,-5.13325691223145,27
"1445",12,162029,0.541289537073998,0.527865731116855,1.06915526819085,0.013423805957143,0.977067023678237,1.35146415233612,7.23329067230225,-1.27885830402374,-3.41454029083252,1.58514249324799,0.375520356978719,1.54006136004101,1.37906856272148,48.3050818443298,-67.1638441085815,-5.14700889587402,14
"1446",12,162031,0.584952665224181,0.499608867985801,1.08456153320998,0.08534379723838,0.96624107856892,-0.893915235996246,5.39257383346558,0.401869714260101,-3.72635078430176,-0.772157609462738,0.84832787978839,0.542744900272769,0.47936551067358,44.3060579299927,-67.2459988594055,-5.17955303192139,26
"1447",12,162035,0.416449944205631,0.722554204170854,1.13900414837649,-0.306104259965223,0.893524233726037,0.313355028629303,3.34234833717346,1.38469421863556,-1.7709846496582,-0.678714096546173,0.155131627905217,-0.310028303234722,-0.339471921653322,36.3080101013184,-67.4103083610535,-5.24464130401611,27
"1448",12,162229,0.449237832481012,0.667595507621493,1.11683334010251,-0.218357675140481,0.989628670423232,-1.284050822258,9.71997261047363,-0.233858600258827,-6.51346588134766,-0.604380249977112,1.00316482468498,1.59113454523133,1.52206528099815,48.2238624095917,-63.1662201881409,-5.25839328765869,23
"1449",12,162231,0.461043391717926,0.648697901275102,1.10974129299303,-0.187654509557176,0.978267348034815,-3.34999513626099,7.27257823944092,1.1616096496582,-6.35707807540894,-2.67936372756958,-0.661609737667688,0.547644916596103,0.355558024658089,44.2248384952545,-63.2483749389648,-5.29093742370605,27
"1450",12,162233,0.530178620452026,0.588751128606999,1.11892974905903,-0.0585725081549729,0.979281832622285,-1.43315207958221,4.11331462860107,1.23157429695129,-3.30889105796814,-1.60342442989349,0.362239012880367,0.723981522238367,1.26915523583897,40.2258145809174,-63.3305296897888,-5.32348155975342,27
"1451",12,162235,0.888392799776741,0.213057706153639,1.10145050593038,0.675335093623102,0.960947860396451,0.721329629421234,6.38636255264282,0.331155240535736,-3.3077700138092,0.21518886089325,3.39064421817283,3.20674096203359,3.61553685458541,36.2267906665802,-63.4126844406128,-5.35602569580078,27
"1452",12,162237,0.550814547895731,0.573085600556171,1.1239001484519,-0.0222710526604399,0.898009622846817,0.742501676082611,6.39419269561768,-0.359573245048523,-3.29922771453857,0.657406806945801,0.62695071443358,1.24590970296771,0.809827675877959,32.227766752243,-63.4948391914368,-5.38856983184814,27
"1453",12,162429,0.162578672031366,0.951196885141284,1.11377555717265,-0.788618213109918,0.953464325458094,-2.14474987983704,8.31894207000732,-0.710007429122925,-6.22401094436646,-0.810731828212738,3.56490166338023,3.58785854645444,2.84135027354183,48.1426429748535,-59.1685962677002,-5.36977767944336,27
"1454",12,162431,0.5873186632388,0.476960320474624,1.06427898371342,0.110358342764176,0.993826201932409,-2.60493683815002,6.6600284576416,0.256587564945221,-5.53419637680054,-1.6810210943222,1.56953412167483,2.15573383071547,2.7164715524593,44.1436190605164,-59.2507510185242,-5.40232181549072,27
"1455",12,162433,0.585384657828971,0.497721316788491,1.08310597461746,0.08766334104048,0.978614253240181,3.70656323432922,3.10368585586548,-1.68835866451263,0.476425498723984,3.21541309356689,2.32084112866752,1.70289485567968,1.9420567270092,40.1445951461792,-59.3329057693481,-5.43486595153809,27
"1456",12,162435,1.01530441042924,0.0102659874706762,1.02557039789992,1.00503842295856,0.700080451233617,5.40096044540405,2.4393584728241,-2.40570473670959,1.91926121711731,4.65139722824097,1.82203163214329,0.383267735344543,1.9778457616075,36.145571231842,-59.4150605201721,-5.46741008758545,27
"1457",12,162437,0.609812089646457,0.398252000293529,1.00806408993999,0.211560089352928,0.649536121601757,1.93995010852814,3.89201927185059,-1.17662811279297,-1.08417904376984,1.86521208286285,0.996641926224897,0.796899942797485,0.820829490104981,32.1465473175049,-59.4972152709961,-5.49995422363281,27
"1458",12,162631,0.560566924488442,0.540416599084322,1.10098352357276,0.02015032540412,0.990924850138906,-2.2741596698761,8.11634063720703,-0.557441055774689,-6.18522310256958,-0.981254875659943,6.32490463176884,5.55042723117961,6.44102605152958,44.0623996257782,-55.2531270980835,-5.51370620727539,27
"1459",12,162633,0.3894902360604,0.720929276908756,1.11041951296916,-0.331439040848356,0.814143379526949,3.5938127040863,2.70959448814392,-1.2360155582428,0.638168573379517,2.86806297302246,-0.21686954508002,-1.01056140252114,-0.739098012684213,40.063375711441,-55.3352818489075,-5.54625034332275,27
"1460",12,162831,0.687786638378071,0.417606928011997,1.10539356639007,0.270179710366074,0.809740255145816,-2.68178367614746,8.80398273468018,-1.45368623733521,-6.84273147583008,-0.661566913127899,-0.308995333098493,-0.468835759725651,-0.114231700380137,43.98118019104,-51.2555031776428,-5.62509059906006,27
"1461",12,163031,0.444489248682213,0.592004497389668,1.03649374607188,-0.147515248707455,-0.0139663086345523,-1.63109815120697,8.80024433135986,-2.27716565132141,-6.18809604644775,0.464523673057556,-0.288991330151076,1.04367913471784,0.879078850620598,43.8999607563019,-47.2578792572021,-5.73647499084473,27
"1462",12,163033,0.533211264220828,0.703995311827356,1.23720657604818,-0.170784047606528,0.878460582359452,0.00228820368647575,5.14019680023193,-0.271531581878662,-3.02142357826233,0.170315429568291,0.567652416656591,0.559800403525483,0.842657039412729,39.9009368419647,-47.3400340080261,-5.76901912689209,27
"1463",12,163233,0.651325214767432,0.58496139562625,1.23628661039368,0.0663638191411819,0.609977447966301,2.4527153968811,4.55370855331421,-0.0386961884796619,-1.15489661693573,1.45652258396149,0.821618738931134,0.583620563696888,0.688257969285389,39.8197174072266,-43.3424100875854,-5.88040351867676,27
